@Relation EEG_Data_Testing

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4345.64, 4058.46, 4289.74, 4153.85, 4343.59, 4606.15, 4058.46, 4591.79, 4181.03, 4191.79, 4166.15, 4283.08, 4555.9, 4377.44, 1
4289.23, 4000.51, 4278.97, 4135.9, 4328.21, 4617.44, 4061.03, 4615.38, 4194.87, 4229.74, 4196.92, 4273.85, 4603.59, 4343.59, 0
4435.38, 4084.62, 4297.95, 4167.18, 4318.46, 4586.15, 4056.92, 4582.05, 4172.31, 4214.87, 4178.97, 4315.38, 4662.05, 4474.87, 0
4301.03, 3962.56, 4243.08, 4092.31, 4335.38, 4602.05, 4074.36, 4614.87, 4203.08, 4244.1, 4198.97, 4271.79, 4594.36, 4356.92, 1
4284.1, 3998.97, 4248.21, 4104.62, 4336.92, 4602.05, 4064.62, 4589.74, 4177.95, 4215.9, 4187.69, 4273.85, 4617.44, 4352.31, 1
4296.92, 4007.18, 4249.74, 4121.03, 4325.64, 4601.03, 4069.74, 4585.64, 4177.95, 4208.21, 4143.08, 4270.26, 4598.46, 4353.85, 0
4272.31, 3985.64, 4252.82, 4104.62, 4327.18, 4613.33, 4082.56, 4616.92, 4204.1, 4220.51, 4189.74, 4271.79, 4574.87, 4320, 0
4272.31, 3983.59, 4256.92, 4112.31, 4326.67, 4611.79, 4058.97, 4614.87, 4185.64, 4216.92, 4190.26, 4277.95, 4566.15, 4341.03, 0
4280, 3993.33, 4260, 4091.28, 4342.05, 4620.51, 4077.95, 4615.38, 4200, 4228.72, 4209.23, 4271.79, 4599.49, 4346.67, 0
4273.33, 3984.1, 4248.21, 4100, 4341.03, 4628.21, 4083.08, 4630.77, 4201.54, 4234.87, 4207.69, 4271.79, 4595.38, 4345.13, 0
4296.41, 3964.62, 4230.26, 4106.15, 4328.72, 4616.92, 4077.95, 4614.87, 4201.03, 4233.33, 4182.05, 4275.9, 4611.79, 4370.77, 1
4293.33, 4008.72, 4251.28, 4126.67, 4325.64, 4599.49, 4061.03, 4604.62, 4196.92, 4215.9, 4192.82, 4260, 4584.62, 4350.77, 1
4320, 4042.56, 4266.67, 4122.56, 4346.67, 4616.41, 4109.23, 4619.49, 4223.08, 4246.67, 4225.64, 4289.74, 4627.18, 4369.74, 1
4328.21, 3976.41, 4264.62, 4097.95, 4335.9, 4600, 4090.77, 4626.67, 4219.49, 4253.85, 4252.82, 4292.82, 4682.56, 4431.79, 1
4278.46, 4026.67, 4268.21, 4126.67, 4333.85, 4611.28, 4042.56, 4596.92, 4176.92, 4220, 4190.77, 4273.85, 4611.79, 4341.54, 1
4277.95, 4009.23, 4245.13, 4092.82, 4345.13, 4616.41, 4102.56, 4618.46, 4212.82, 4233.33, 4211.28, 4275.9, 4605.13, 4340.51, 1
4288.21, 4023.59, 4263.59, 4136.41, 4344.1, 4636.41, 4070.77, 4602.05, 4192.31, 4236.41, 4195.38, 4275.9, 4603.08, 4343.59, 0
4263.59, 3964.1, 4243.08, 4091.28, 4327.69, 4611.79, 4063.59, 4606.67, 4195.38, 4231.28, 4195.38, 4272.82, 4604.1, 4348.72, 1
4300.51, 3993.33, 4263.59, 4106.67, 4331.79, 4622.05, 4079.49, 4610.77, 4203.08, 4229.23, 4202.56, 4285.13, 4597.44, 4380.51, 0
4306.67, 4022.56, 4267.69, 4136.92, 4340.51, 4618.46, 4093.85, 4616.92, 4208.21, 4241.03, 4205.13, 4280.51, 4601.03, 4347.18, 1
4288.21, 3987.18, 4259.49, 4120, 4320, 4617.44, 4057.44, 4598.46, 4177.95, 4193.33, 4172.82, 4265.64, 4574.36, 4339.49, 1
4286.67, 3993.33, 4249.23, 4110.77, 4322.05, 4606.67, 4073.33, 4589.74, 4181.54, 4201.03, 4132.31, 4269.23, 4577.44, 4340.51, 0
4353.85, 4070.26, 4282.05, 4140.51, 4360, 4624.1, 4109.74, 4608.72, 4206.67, 4225.13, 4206.67, 4287.18, 4615.9, 4392.82, 1
4242.56, 3966.15, 4235.9, 4095.38, 4332.31, 4626.67, 4094.87, 4612.82, 4200, 4213.33, 4193.33, 4260, 4574.87, 4328.72, 0
4299.49, 3994.36, 4264.62, 4113.85, 4332.82, 4628.21, 4082.56, 4625.64, 4212.31, 4245.64, 4210.26, 4288.72, 4596.92, 4372.82, 0
4310.77, 3995.38, 4275.38, 4125.64, 4332.31, 4614.87, 4061.03, 4606.67, 4192.82, 4215.9, 4189.23, 4290.26, 4603.59, 4361.03, 1
4277.95, 4006.67, 4262.56, 4121.54, 4322.56, 4615.9, 4069.23, 4593.33, 4177.95, 4215.38, 4183.59, 4268.21, 4580.51, 4336.41, 0
4317.95, 4036.92, 4266.67, 4124.62, 4347.69, 4617.44, 4103.59, 4609.74, 4207.18, 4222.56, 4209.74, 4287.18, 4622.05, 4367.69, 1
4278.97, 4018.97, 4258.97, 4112.82, 4334.36, 4606.15, 4043.08, 4607.69, 4190.77, 4221.03, 4193.33, 4269.74, 4611.79, 4346.15, 1
4284.62, 4009.23, 4260, 4106.67, 4325.13, 4618.46, 4088.21, 4605.13, 4191.79, 4214.36, 4183.59, 4267.69, 4574.87, 4353.85, 0
4318.97, 4007.18, 4247.69, 4114.87, 4322.05, 4603.08, 4064.1, 4591.79, 4176.41, 4208.21, 4190.26, 4269.74, 4592.82, 4384.1, 1
4340, 4041.03, 4270.26, 4140, 4329.23, 4602.56, 4060, 4578.46, 4155.38, 4206.67, 4145.64, 4284.62, 4604.62, 4392.31, 0
4319.49, 4004.1, 4266.15, 4118.46, 4336.92, 4615.9, 4071.28, 4600, 4195.9, 4253.85, 4211.28, 4284.62, 4612.31, 4379.49, 0
4290.26, 4039.49, 4264.62, 4160, 4344.1, 4618.46, 4058.46, 4601.54, 4195.9, 4212.31, 4176.92, 4270.26, 4557.44, 4325.64, 1
4297.44, 3996.41, 4266.67, 4112.82, 4338.97, 4625.64, 4086.67, 4621.54, 4214.36, 4245.64, 4205.64, 4284.62, 4601.03, 4375.38, 0
4297.95, 4021.03, 4273.85, 4117.95, 4330.77, 4624.1, 4086.67, 4614.36, 4207.69, 4238.97, 4206.15, 4289.74, 4603.08, 4377.44, 0
4311.79, 4043.08, 4277.44, 4158.46, 4348.72, 4614.36, 4074.36, 4596.92, 4185.64, 4231.28, 4197.44, 4274.36, 4601.54, 4350.77, 1
4315.9, 4003.59, 4257.44, 4122.56, 4341.54, 4588.21, 4088.21, 4607.18, 4188.21, 4216.92, 4200, 4270.26, 4621.54, 4378.97, 0
4289.74, 3994.87, 4266.67, 4117.44, 4329.74, 4624.62, 4069.23, 4608.21, 4203.08, 4238.97, 4207.69, 4286.67, 4624.1, 4355.9, 0
4301.54, 4003.08, 4236.41, 4110.77, 4327.69, 4592.82, 4076.92, 4618.97, 4195.38, 4217.95, 4207.18, 4279.49, 4602.56, 4355.38, 0
4283.59, 4030.77, 4267.18, 4130.77, 4342.05, 4611.79, 4038.97, 4605.64, 4190.77, 4228.21, 4202.05, 4273.85, 4618.97, 4344.62, 1
4292.82, 4007.18, 4250.26, 4122.56, 4331.79, 4614.87, 4073.85, 4588.72, 4189.74, 4234.36, 4192.31, 4266.15, 4590.26, 4334.87, 1
4420, 4070.77, 4295.38, 4151.28, 4346.15, 4625.13, 4082.05, 4608.72, 4199.49, 4257.95, 4239.49, 4315.38, 4671.28, 4463.59, 0
4289.74, 4006.15, 4245.13, 4112.82, 4331.28, 4615.38, 4070.77, 4606.15, 4195.38, 4227.69, 4187.18, 4268.72, 4598.97, 4357.44, 0
