@Relation EEGDataTraining_74

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4277.95,4011.79,4263.08,4110.26,4344.1,4622.56,4061.03,4605.13,4188.21,4215.38,4189.74,4265.13,4610.77,4331.28,3951.67,3957.58,4142.11,4119.62,4023.92,4167.65,4020.36,4191.4,4015.59,4156.25,4140.46,3950.48,4076.85,4146.29,4095.72,4098.85,4104.9,4142.72,3971.8,3958.02,3981.54,4190.95,4097.35,4018.08,4087.03,4156.54,3997.17,4137.96,4064.9,4126.63,4146.43,4112.56,4190.33,4094.01,4126.18,3975.56,4112.13,4079.89,4066.08,4019.6,4082.57,4061.14,4027.92,4070.69,3953.32,3957.34,4058.39,3961.88,4139.39,4077.56,4103.79,4172.4,4061.61,4073.59,4080.98,4103.6,4172.53,4008.85,4196.08,4071.64,1
4316.92,4025.64,4280.51,4140,4345.13,4625.64,4055.38,4623.08,4220.51,4244.62,4226.67,4290.77,4631.28,4383.59,4191.47,4096.56,4146.64,3966.79,4157.19,4037.42,4132.28,4036.26,3967.47,4001.97,3983.09,4162.96,4192.47,3997.6,4170.08,4161.3,3975.3,4091.22,4032.94,3958.14,4130.06,3964.78,4005.28,4074.48,4175.63,4134.76,4052.92,3970.18,4058.72,4024.41,4003.76,4119.48,4108.16,4106.91,4048.79,4037.66,4144.05,4123.1,4187.31,4197.48,4004.77,4151.23,4071.96,4092.71,4092.3,4074.59,4036.63,4164.48,4154.48,3972.76,4009.89,4008.07,4079.78,4160.66,4034.35,4108.45,4034.73,3984.69,4132.8,4077.98,1
4288.72,3929.23,4245.64,4075.9,4331.79,4603.08,4087.18,4629.74,4222.05,4238.46,4239.49,4299.49,4666.15,4386.67,4082.52,4094.87,4153.27,4115.58,3959.33,4095.21,3989.71,4014.59,4144.93,4072.53,3951.51,3984.64,4071.35,3970.57,3988.39,4055.36,4183.32,3978.34,3976.6,4051.17,4122.67,4036.17,3983.65,4154.91,4158.61,4149.22,4191.84,3958.25,4175.73,4058.13,3950.63,4037.94,4073.07,4008.84,4170.26,4057.57,4153.14,4071.3,4095.65,4156.18,4122.56,4176.83,3993.57,4173.14,3987.87,3952.11,4058.32,3950.45,4114.06,4099.95,4011.91,4080.08,4138.3,3998.46,4146.79,4108.59,4101.19,4184.11,4026.08,4008.63,1
4277.95,4009.23,4245.13,4092.82,4345.13,4616.41,4102.56,4618.46,4212.82,4233.33,4211.28,4275.9,4605.13,4340.51,4121.06,4042.67,3959.52,4171.4,4122.1,4138.79,4081.04,4125.31,4028.62,4015.57,3967.02,4133.15,4159.17,4110.97,4042.95,4062.67,4095.48,4148.17,4114.37,4153.84,4009.17,4123.65,4083.94,4069.74,4119.07,4163.49,4019.35,4155.56,4195.86,3988.87,4146.64,4082.24,4191.61,4129.79,4053.31,3996.79,4029.88,3967.53,4109.44,4115.87,4183.36,4044.59,3986.79,4010.16,4063.36,4051.08,4167.18,3992.46,4190.04,4006.25,3984.5,4154.43,4004.43,4029.2,4186.44,4046.75,4176.35,4156.11,4064.77,4074.94,1
4314.36,4009.23,4271.28,4137.44,4334.87,4604.62,4097.95,4613.85,4201.54,4224.62,4206.67,4283.59,4626.67,4370.26,3995.69,4099.03,4082.29,3981.19,3974.99,4156.61,4123.63,4148.84,4108.5,4123.78,4035.96,4198.45,3986.22,4098.86,4043.59,3953.16,4090.44,4059.2,4023.5,4069.79,4129.64,4138.97,4118.63,4025.12,4030.39,4178.18,4006.33,4042.27,4011.8,3987.89,4084.56,3960.95,4019.29,3969.29,4118.57,3980.6,4079.53,4162.96,4069.17,4063.79,4199.16,4044.83,4153.34,4150.87,4011.6,4102.44,3993.74,3967.13,4171.12,4131.72,4129.13,4074.28,4149.61,4005.32,4067.25,3980.4,4023.37,3951.56,4054.51,4185.96,0
4257.95,3970.77,4230.77,4089.74,4332.82,4609.74,4063.59,4586.15,4172.82,4215.38,4191.28,4256.41,4597.95,4337.95,4151.22,3984.92,4140.94,4159.22,4019.31,4079.49,4042.99,3996.55,4190.55,4088.82,4107.29,4109.47,3967.2,4138.1,3967.4,4096.03,4035.32,4127.71,4186.8,4125.5,4192.72,3980.49,4084.01,4160.33,3963.08,4158.41,4015.88,4043.95,3988.04,4054.49,4187.23,4155.05,3996.4,3950.65,4071.57,3961.19,4092.94,4169.57,3952.48,4130.73,3982.84,3952.27,4178.97,4157.82,3979.46,3971.36,4042.4,3965.22,4136.92,4131.22,4047.94,4135.81,4104.91,4036.6,4061.53,4190.53,4170.21,4166.34,3952.68,4165.03,1
4281.54,3960.51,4272.82,4119.49,4331.28,4621.54,4079.49,4645.64,4233.33,4245.13,4207.69,4290.77,4588.72,4344.62,4085.22,4124.12,3983.42,4072.73,4183.23,4001.85,4187.93,4028.92,4062.87,3953.33,4132.16,3961.24,4066.38,4003.39,4169.55,4007.75,4145.17,4026.37,3989.62,4182.39,4069.11,4181.78,3978.49,4121.6,4153.77,4183.15,4182.25,3967.11,4106.49,4172.85,4064.1,4145.14,4084.91,4071.32,4063.55,3952.78,4133.18,4118.48,4130.09,4152.56,3975.64,4075.59,3974.04,3983.65,4115.46,4158.73,4054.19,3972.22,4122.88,4105.1,4083.52,4111.33,3954.25,3974.51,4067.68,4133.09,4022.45,4083.65,4190.47,3988.16,1
4274.36,3967.69,4247.18,4100,4321.54,4610.26,4078.97,4605.13,4187.69,4225.13,4189.74,4268.21,4582.05,4333.85,3975.51,4171.79,4147.71,4038.43,4158.55,4139.26,3995.54,4007.23,4149.09,4076.92,4072.38,4011.48,4152.17,3967.92,4006.0,3966.44,4187.84,4187.04,4124.04,4168.38,4025.2,4053.26,4152.73,3994.84,4118.27,4062.95,4093.08,4184.38,4166.7,4195.24,4189.18,3972.93,4192.35,4099.04,4189.12,4025.35,4148.17,4096.47,4081.9,4097.98,4136.61,4101.17,3957.04,4006.38,4183.33,3967.52,3951.34,4118.01,3966.88,4005.37,4197.3,3965.98,4165.12,3986.34,4052.52,4164.82,4048.47,4014.97,4196.87,4060.37,0
4274.36,3985.13,4256.92,4109.23,4343.08,4617.44,4070.77,4600.51,4185.64,4225.13,4192.82,4275.38,4605.64,4353.85,4163.83,3977.47,4172.93,3990.61,4128.55,4185.45,4151.98,4166.16,4144.99,4057.26,3999.2,4040.18,4026.83,3969.42,3955.41,4074.06,3955.9,4161.52,4042.14,3995.07,4135.49,4180.83,4139.91,3999.14,4101.01,4139.21,4055.93,4164.57,4068.85,4097.02,4117.61,4071.71,4026.14,4039.37,3987.25,4172.89,4186.8,4172.08,4017.83,3994.44,4152.95,4076.0,4050.91,4143.38,4001.56,4179.17,4029.76,3980.69,4156.89,4118.69,4149.42,3963.2,4061.02,4153.96,4066.33,4082.35,4042.27,4117.37,4030.31,4132.69,1
4298.97,4018.46,4277.95,4138.97,4341.54,4620.51,4088.72,4610.77,4206.15,4244.62,4205.13,4285.64,4609.23,4354.87,4143.56,4114.35,4029.74,4030.27,4116.91,4046.2,4019.94,3954.01,4060.8,4193.61,4131.9,4169.94,3994.38,4158.65,4027.93,4147.82,3982.78,4061.93,4107.95,4044.29,4186.2,4068.17,4012.39,4019.89,4111.98,4119.74,4105.26,4101.49,4001.19,4065.32,4150.8,4038.04,4199.62,4080.99,4156.11,4041.68,3974.78,4007.7,4122.5,4081.02,4050.08,3991.89,4076.43,4157.54,4068.91,4085.85,4026.44,3978.77,4031.15,4090.1,4012.69,4141.03,4066.49,4157.35,3974.23,4107.94,4130.22,3960.91,4054.75,4125.71,1
4261.54,3973.33,4245.13,4110.26,4326.67,4596.92,4039.49,4608.21,4201.03,4212.31,4198.97,4265.64,4587.18,4344.1,3965.51,3980.68,4137.83,4089.21,4171.04,4036.25,4041.59,4080.52,4159.86,3958.6,4066.28,3996.24,4004.74,3951.04,3961.16,4007.22,4066.38,4178.21,4137.57,4193.98,4096.42,4158.03,3988.56,3952.51,4064.05,3980.0,4075.97,3951.48,4050.35,4153.84,4105.76,4071.86,4029.78,4149.24,4096.89,4162.5,4153.53,3959.05,3985.84,4130.06,4151.13,4040.78,4054.33,4158.1,4181.52,4050.4,4142.31,4131.31,3968.58,4058.99,4143.08,4057.27,4199.39,3967.44,3975.24,4121.82,3991.77,4192.14,4056.09,4085.51,1
4283.08,4003.59,4242.05,4119.49,4330.77,4616.41,4076.41,4599.49,4195.38,4232.82,4191.79,4257.95,4588.21,4328.72,3990.66,3988.45,4078.72,4094.79,4087.72,4117.62,4117.93,4140.87,4025.89,4171.14,4098.67,4139.11,4098.45,4036.87,4090.26,4179.23,4141.71,4148.05,4070.21,4026.9,4180.12,3978.64,4147.12,3966.66,4135.56,3962.39,4104.72,4154.16,4164.75,4017.85,3952.11,4045.99,3990.73,3998.55,4063.56,4036.71,4174.5,4154.28,4014.89,4102.66,3966.18,4010.08,4008.74,4165.41,3967.64,4067.58,4043.72,4026.73,4153.85,4106.0,4060.17,4030.14,4193.57,4005.57,4039.07,4028.45,4028.63,4056.17,4128.12,4036.44,1
4291.28,3997.44,4262.05,4118.46,4329.23,4617.44,4053.33,4627.18,4206.15,4225.13,4195.9,4279.49,4605.13,4353.85,4073.69,4146.61,4153.09,3990.94,4009.27,4062.01,4064.45,4061.54,3971.67,3989.74,4125.77,4136.65,4071.8,4029.03,4043.33,4137.73,4030.88,4079.84,4146.43,4052.74,3970.15,4108.5,4104.73,4165.91,4119.95,4128.71,4126.28,3979.71,4052.9,4160.11,4004.25,4130.33,4158.92,4084.97,4155.51,3992.18,4016.52,4042.21,4018.55,4084.59,4187.33,4180.44,4146.99,4123.39,4137.23,4122.6,4180.59,4147.72,4129.69,4125.93,3952.87,4094.08,4088.8,3963.43,4062.1,4102.15,4011.11,3997.23,4170.27,4190.01,0
4323.59,4038.97,4283.08,4141.54,4340,4613.33,4055.9,4600.51,4182.05,4190.26,4169.23,4280,4545.64,4352.31,4078.61,4186.98,4116.16,4126.0,4018.9,4136.12,4184.51,4130.22,4183.71,4064.8,4035.14,4115.2,4129.3,3990.64,4190.81,4193.56,4065.57,4086.93,4043.76,3963.65,4066.68,4087.55,4022.56,4050.99,4071.56,4138.49,4054.5,4111.22,3998.43,4069.69,4092.93,4085.37,4146.5,4002.52,4103.8,4184.15,3958.61,4111.94,4129.63,4181.23,4040.01,3974.41,4106.99,4062.83,4159.49,4030.01,4056.75,4068.93,3963.35,4060.99,3950.5,4035.24,4189.33,4177.13,4193.83,4166.98,4027.68,4119.57,3964.09,4053.92,1
4307.18,4008.72,4264.62,4117.44,4335.9,4614.87,4062.05,4618.97,4198.97,4231.28,4181.03,4278.97,4607.69,4369.23,4005.92,4194.59,4063.24,3954.08,4076.31,4094.38,4101.66,3988.84,4121.67,3995.91,4009.31,4018.36,4146.57,4143.08,4118.06,4191.76,3993.79,4088.02,3972.96,3996.75,4079.94,4021.22,4081.12,3954.87,4169.1,4041.2,4066.58,4146.18,3978.62,3960.94,4149.55,4127.06,3981.4,3987.12,4088.59,4071.25,4112.47,4105.66,4065.57,4015.56,4016.2,4054.88,4101.5,4088.69,4175.72,3965.34,4182.93,3981.82,4076.71,4142.66,4000.77,3995.39,4057.11,3957.84,4127.21,4064.18,4007.79,3976.43,4139.4,4100.36,1
4286.15,3936.92,4249.74,4087.69,4327.18,4609.23,4101.03,4631.79,4226.67,4253.85,4245.64,4306.67,4660,4371.79,4048.11,4190.73,4098.07,4080.78,4049.95,4078.44,4119.13,3979.74,4077.84,3976.92,4028.89,4194.69,4165.57,4105.63,3965.87,4173.62,4060.25,3961.19,4067.72,4008.87,4006.25,4115.97,3972.56,3989.46,4118.41,3965.95,4039.88,4061.64,4040.45,4055.01,4013.35,4026.84,4056.1,4061.37,4046.07,4033.95,3961.88,4082.88,3960.03,4176.96,3951.07,3952.01,4109.19,4130.12,4177.69,4048.67,4147.05,4062.44,4032.5,3959.73,4040.2,4049.73,4171.99,4162.9,4000.16,3974.8,4187.06,4187.84,4033.26,4075.14,1
4288.72,3993.85,4257.95,4114.36,4327.18,4620.51,4066.15,4621.03,4209.74,4249.23,4226.67,4289.74,4630.26,4371.79,4054.01,4132.6,4052.83,3989.46,4182.81,3973.56,4062.22,4158.06,4139.65,4153.74,4170.94,4189.11,4136.92,4127.12,4024.23,4199.98,4098.06,4020.47,3956.11,4131.5,3958.0,4179.5,4030.98,4046.86,3973.61,4051.04,4137.51,4025.04,4004.63,4025.47,4008.0,4195.19,4160.58,4050.01,3974.81,4162.85,3954.05,4037.55,4174.46,4070.74,4085.06,4134.06,4025.87,3996.58,4098.45,4097.7,4173.97,4133.07,4079.59,4080.05,4018.27,4178.02,4071.54,4153.39,4019.1,4009.87,3965.43,4086.26,4178.98,4192.56,0
4254.36,3988.72,4234.87,4105.64,4342.05,4608.21,4070.26,4593.33,4177.95,4217.44,4181.54,4253.85,4597.95,4329.23,4116.43,3975.88,3980.93,3960.05,4170.09,4121.47,3979.17,4065.65,4124.73,4055.07,4000.06,3955.45,3990.68,4064.28,3974.22,4174.27,4058.41,4118.18,4073.95,4092.64,4198.33,4025.56,3985.83,3974.93,4038.18,4037.86,4023.08,4008.33,4180.54,4095.45,4186.6,4106.89,4009.94,4190.35,4026.81,3962.22,4179.24,4136.64,4000.17,4054.95,4110.35,3953.81,4169.83,4102.22,4049.41,4173.67,4127.68,4020.89,3963.1,4168.44,3990.67,4160.39,4178.94,4003.88,3977.41,3950.14,4147.86,3990.19,4178.05,4138.76,1
4275.38,3989.74,4261.03,4089.74,4338.46,4621.54,4088.72,4627.18,4204.62,4225.64,4204.1,4280.51,4589.74,4348.72,4093.57,4134.65,3961.35,4079.73,3972.73,4057.29,4168.86,4184.84,4171.02,4009.78,4161.65,4109.97,4126.61,4133.41,3961.53,3978.38,4063.58,4036.48,4171.65,4124.06,4130.1,4079.86,4178.53,4068.39,4119.32,4139.4,4198.55,4166.69,4166.11,3955.57,3963.11,4069.84,4078.62,4068.95,4106.6,4146.82,4186.72,4140.15,4125.18,4003.52,4167.8,4002.39,3970.17,4164.98,4044.89,4059.93,4085.38,4172.21,4010.57,4130.57,4093.81,4056.65,4079.51,3993.28,4052.02,4155.68,3985.0,4194.48,4182.54,4070.93,0
4274.87,3986.15,4249.74,4104.1,4331.28,4600,4067.69,4602.56,4193.85,4211.28,4184.62,4271.79,4611.79,4350.77,4008.63,3968.12,3955.29,4035.84,4018.39,4025.66,3992.88,4000.8,4184.06,4195.99,4069.17,4047.03,4113.97,3972.42,4006.72,3992.83,4065.99,3968.54,4044.79,4103.15,4168.79,4151.34,3962.56,4003.84,4079.76,4035.34,4107.21,4004.67,4096.56,3987.72,4025.68,4191.88,4017.06,4057.08,4025.76,4129.04,4001.37,4125.21,4074.08,4153.29,3984.95,4100.28,4036.21,4047.11,4045.39,4063.16,4170.61,4155.31,3982.62,4122.93,4031.79,3975.41,4177.94,4014.33,4004.78,4089.26,4115.14,4124.03,4053.2,4084.46,1
4317.95,4011.28,4277.44,4127.18,4337.44,4610.26,4062.56,4610.77,4204.62,4233.85,4206.67,4276.41,4602.56,4357.44,4015.89,4088.33,4044.83,4139.85,4116.74,4081.05,4078.3,3957.93,4167.4,4196.05,4136.36,4020.24,4138.51,4053.39,4048.74,4182.59,4143.89,4013.1,4135.01,3964.15,3988.82,4105.91,4039.75,3976.54,4118.4,3975.83,3976.16,4054.83,4022.98,4003.86,4074.91,4191.46,4071.47,4049.65,4138.47,4172.15,4117.46,3958.51,4086.7,4135.97,4140.73,4150.83,4083.83,4060.57,4090.77,4147.2,3959.59,3954.54,4124.35,4181.42,4081.2,3993.61,4168.79,4102.59,3987.78,4020.96,4179.76,4087.42,4144.37,4015.76,1
4215.38,4057.95,4238.46,4148.72,4344.1,4615.9,4052.31,4578.46,4161.03,4179.49,4115.38,4218.46,4481.54,4239.49,3999.36,4036.07,4110.91,4005.21,4036.35,4016.51,4042.53,3968.03,4004.25,4030.35,3957.38,4156.69,3991.55,4118.74,4126.32,4114.19,4086.34,4120.24,4000.32,4183.83,3986.27,4147.43,4093.5,4027.43,4194.85,4173.05,4104.03,4128.6,4179.76,4100.53,4068.32,3963.26,4084.63,4183.03,4171.31,4044.44,4115.91,4166.08,4153.16,4174.16,3976.03,4066.34,4114.18,4177.05,4007.78,4084.64,4172.51,4091.18,4111.51,4161.53,4181.13,4119.41,4035.36,4046.16,3986.71,3992.99,4160.38,4063.86,4182.36,4149.62,0
4294.36,3996.92,4265.13,4109.23,4339.49,4618.46,4067.18,4628.72,4217.44,4243.08,4213.85,4290.77,4605.13,4362.05,4175.94,4033.74,4081.48,4123.9,3979.27,4165.16,4179.6,4060.28,4195.31,4175.9,4104.5,4131.58,4058.05,4123.75,4178.98,4024.57,4091.99,4116.97,4068.87,3993.66,4047.81,4176.13,4006.39,3983.54,4147.54,4058.16,4045.97,4193.21,4161.76,3988.03,4053.07,4068.01,3959.66,4171.72,3959.56,4152.87,3999.63,4114.19,4108.02,4142.63,4191.32,4135.75,4185.52,4188.5,4168.63,4047.76,4170.7,4067.32,4068.03,4096.55,4133.24,4169.03,4090.81,4059.93,4152.93,4094.55,3975.92,4130.72,4184.49,4133.58,0
4286.15,3996.92,4264.62,4122.56,4336.92,4618.46,4094.87,4624.62,4202.56,4236.41,4200.51,4278.46,4609.74,4358.97,4094.74,3951.15,4090.66,3999.76,3970.62,3984.76,4170.6,4110.36,4041.26,3969.31,4163.76,4149.05,3972.96,3963.76,4073.27,4165.56,4030.35,4138.1,4181.42,3997.81,3952.57,4074.15,3983.19,4151.03,3996.92,4155.29,4020.83,3984.49,4151.43,4086.47,3966.61,3981.14,4103.52,4161.07,4088.61,4053.56,3987.34,4026.96,3995.92,3950.27,4078.52,4130.23,3959.97,4020.25,4120.56,4072.63,4071.08,4022.87,3995.0,4157.44,4035.53,4153.18,4199.8,4180.3,4142.93,4050.05,4034.46,4041.72,4068.22,4138.2,1
4278.46,4021.54,4263.08,4108.72,4348.21,4627.18,4082.05,4616.41,4195.38,4230.77,4188.72,4270.26,4562.56,4328.72,4172.72,4148.4,4150.93,3986.69,4057.68,4059.4,4130.52,4033.69,4167.54,4196.29,4123.2,4177.11,4048.15,4096.32,4117.33,4080.28,3996.49,4161.22,4091.34,3951.45,4106.49,4100.04,4099.43,4015.46,4123.7,4006.14,3996.63,4044.79,4015.67,3981.28,4122.42,4041.13,3959.43,4079.68,4018.83,4122.19,4014.69,4051.87,4031.93,4095.06,3982.31,4059.56,4152.99,4126.54,4144.88,4017.43,4012.07,4106.44,4027.95,4151.85,4165.85,4192.44,3999.92,4000.81,4027.13,4051.22,4152.87,4185.98,4047.41,3984.05,0
4294.36,3992.31,4278.97,4106.67,4333.85,4616.41,4075.9,4614.87,4191.28,4222.56,4204.62,4293.33,4592.82,4364.62,4193.05,3988.05,3988.93,4098.26,4170.1,4045.33,4098.43,4061.11,4039.04,4011.56,3957.87,4179.82,4081.97,4086.69,4029.16,4024.77,4192.36,4058.41,4166.73,4152.94,4175.99,3980.14,4013.37,3953.33,4175.75,4007.46,4150.98,4146.09,4130.78,4092.23,3977.25,4120.14,3980.84,4102.08,4005.0,4080.73,4121.8,4129.39,4132.34,4007.43,3980.69,4199.84,4118.01,4119.29,4070.92,4075.59,4019.34,4051.69,4100.01,4053.08,4101.46,4197.6,4112.15,4159.51,4183.59,4047.88,3998.45,4057.45,4107.42,3999.43,0
4297.44,3997.44,4261.03,4118.97,4328.21,4607.18,4056.41,4616.92,4192.31,4215.9,4180.51,4268.21,4597.44,4355.38,3974.69,4074.87,4106.23,4019.53,4059.34,3990.11,3956.5,4114.11,4194.84,4033.91,3984.81,4090.61,4021.96,4013.35,4050.64,4066.7,4085.46,4050.66,4129.5,4062.71,4102.28,4164.64,4037.52,4034.31,4083.85,4159.08,3990.83,3990.96,4012.48,3954.29,4149.06,3959.38,3984.02,3957.89,4032.0,4197.51,4020.94,4126.94,4163.63,4001.3,4128.84,4150.01,4184.89,4198.77,4131.32,4058.49,4180.46,4026.97,4044.84,4194.2,4151.56,4166.11,4146.28,4001.92,4096.4,4093.88,4043.35,3951.47,3963.02,4012.8,1
4303.08,3997.95,4264.1,4113.33,4333.85,4626.67,4092.82,4635.9,4234.36,4263.08,4216.92,4294.36,4610.77,4390.26,4131.74,4018.22,4061.69,4174.05,4037.57,3997.47,4049.75,4198.67,4172.06,4120.01,4036.62,4190.59,4100.62,3989.8,4117.68,3985.67,4043.1,4157.73,4075.38,4089.59,4117.29,4070.92,4118.15,4184.74,4114.19,4028.73,4156.19,3994.52,4152.95,4110.29,3964.45,4158.04,4026.1,4024.12,4105.65,4078.92,3974.07,4101.56,4101.93,4120.83,4145.07,4011.74,4074.61,4113.02,4172.06,4199.55,4078.58,3974.76,4190.05,3953.07,4141.03,3968.1,4014.96,4005.55,4099.07,4014.58,4079.03,4163.59,4155.3,4017.33,0
4274.36,3983.59,4245.13,4121.54,4314.87,4621.54,4058.46,4610.26,4194.87,4221.54,4188.21,4265.13,4597.95,4329.23,4071.72,4118.94,3979.95,4076.74,4105.1,4115.06,4118.68,4081.19,4184.28,4022.38,4069.04,3990.73,3970.14,4094.21,3981.67,4148.3,4137.52,4032.63,4138.87,4000.92,4063.3,3958.04,4151.99,4168.02,4138.72,4193.15,3958.12,4110.92,4124.97,4067.4,4062.84,4011.97,4117.64,4103.78,4147.34,4136.73,4185.79,3975.81,4034.45,4132.6,3985.36,4083.46,4159.64,4054.89,4090.92,3973.02,4123.31,4071.19,4132.78,4069.7,4193.05,4019.33,4110.15,4143.97,4057.6,3957.04,3990.25,3953.33,4146.25,4024.7,0
4276.41,4007.18,4234.36,4120,4354.36,4625.13,4101.54,4601.03,4198.46,4203.08,4179.49,4262.05,4556.41,4318.97,4000.96,4008.15,3981.03,4142.8,4096.14,3983.75,4127.22,4199.33,3953.77,4018.04,4106.26,4013.05,4167.08,4030.3,4086.73,4168.4,4189.84,4068.58,4100.72,3988.52,4159.76,4025.33,4156.43,4110.76,4020.87,3977.03,4158.5,4076.9,4143.28,4051.7,4194.96,4141.76,4147.77,4035.84,4106.47,4041.61,3967.59,4023.65,4178.16,4061.24,4051.65,3975.72,4102.25,4102.63,4080.65,4130.52,4192.61,4003.72,4142.8,4088.21,4091.74,4045.55,4027.95,4022.87,4080.91,4054.9,3993.31,4021.41,4034.98,3981.6,0
4282.56,3994.87,4250.26,4091.79,4334.87,4607.18,4064.1,4596.41,4179.49,4212.31,4193.85,4273.85,4620,4347.18,4146.69,4167.39,3954.97,4055.39,4114.64,4138.7,3969.38,4097.94,3971.06,3973.48,4077.96,3953.48,3977.91,4155.15,4062.5,4015.94,4025.28,4115.83,4150.74,4091.13,4119.08,3950.19,4123.53,3994.6,4059.68,3959.41,4010.4,3958.47,4096.71,4165.61,3985.44,4027.79,4087.91,4083.42,4033.43,4130.35,3950.14,4166.21,4083.17,4197.8,3979.65,4104.45,4102.79,4116.72,3974.48,3965.27,3958.5,4198.02,3996.67,4047.85,4172.78,4063.0,4100.84,4175.25,4016.28,4044.1,4135.8,4099.85,4117.83,4149.58,1
4296.41,4000.51,4258.97,4107.69,4322.05,4598.46,4081.54,4600.51,4185.13,4210.26,4192.31,4271.28,4594.36,4372.82,4183.62,3995.05,3988.21,4078.25,4079.44,4067.81,4015.59,4147.92,4087.87,4131.95,4056.91,4182.84,4015.09,4083.39,4063.9,3994.58,4155.74,4106.95,4042.53,3974.81,4174.91,3973.02,3975.77,4073.28,4071.82,3955.12,4001.05,4015.82,4039.94,4139.64,4156.2,4018.94,3955.8,4147.0,4047.79,4022.8,4026.79,4050.22,4015.91,4131.22,4126.95,4053.41,4061.77,4068.79,4072.96,4178.65,3985.96,3997.59,4155.14,4132.45,4003.62,4052.86,4093.41,4188.27,3986.72,4183.54,4195.94,4039.88,3956.98,4182.56,1
4325.64,4026.15,4277.44,4139.49,4348.21,4624.62,4077.44,4626.15,4212.82,4243.08,4210.77,4285.13,4620.51,4380,4086.51,4161.7,4033.57,3969.27,4000.97,4097.81,4114.28,4035.77,4092.46,4057.58,4180.53,3953.95,4006.28,4142.88,4022.02,4132.62,4022.61,4164.5,3958.51,4173.72,4187.06,4153.12,3979.32,4175.38,3980.98,3985.84,4188.48,4143.25,3975.61,4157.55,4016.33,4042.22,4163.35,4148.01,4185.0,4002.44,4010.87,4090.24,4098.92,4051.38,4145.07,4121.07,4185.07,4069.65,4028.99,4172.64,3997.36,4176.61,4025.71,4129.13,4140.18,4143.58,3964.91,4070.9,3950.76,4151.67,4143.61,4057.72,4146.64,4102.63,1
