@Relation EEGDataTesting_44

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4291.79,4009.23,4265.64,4125.13,4330.26,4621.03,4071.79,4619.49,4193.33,4229.74,4195.38,4273.85,4601.03,4349.23,4035.42,4070.18,4052.02,4016.17,4036.53,4064.96,4143.99,4173.24,3958.36,4056.4,3968.75,4004.59,4035.78,4062.55,4056.14,4123.92,4089.41,4134.1,4075.6,4081.75,4151.34,4194.74,4113.64,3981.95,4008.75,4167.1,4172.81,4036.21,3952.25,4067.66,0
4261.03,3985.64,4262.56,4109.23,4336.41,4616.41,4071.79,4596.41,4177.95,4192.82,4160,4268.21,4536.92,4311.79,4019.62,4006.98,4134.14,3992.54,4046.83,4174.02,4004.6,4160.21,4186.94,4089.51,3979.99,4067.84,4060.2,4027.19,4184.69,4147.37,4056.91,3985.94,4081.03,3954.7,4100.36,4038.57,4173.89,4009.22,4089.34,4111.33,3994.06,4085.57,3976.98,4043.82,1
4270.77,3952.31,4261.54,4103.08,4317.44,4613.33,4061.03,4625.64,4207.18,4230.26,4192.82,4272.31,4575.9,4334.87,4017.62,4176.6,4010.54,4065.83,4046.07,4072.48,3974.17,3965.07,4091.59,4140.44,4178.44,4176.59,4098.82,4129.47,3996.16,3988.83,4060.39,4143.53,4138.19,3954.64,4020.52,4009.29,4045.98,4002.99,4038.24,4110.92,4032.12,4117.17,4017.94,3963.04,1
4283.08,3983.08,4257.95,4105.64,4340.51,4625.64,4080,4629.74,4203.59,4228.72,4203.08,4280.51,4591.28,4344.1,4027.96,4041.77,4199.76,3985.9,4196.51,4121.02,4049.37,4029.45,4014.12,4146.01,4060.36,4098.96,4059.29,4044.52,4047.67,3983.88,4177.53,4120.91,4053.02,3985.82,4168.09,4071.6,4125.95,4022.76,4175.06,4002.13,4064.18,4051.78,4061.49,4110.56,0
4316.41,4026.15,4266.67,4138.46,4362.05,4640.51,4090.26,4628.72,4223.59,4277.44,4228.72,4285.13,4644.62,4380,4000.21,4024.04,4159.47,4154.42,4006.93,4040.88,4135.21,3999.92,4034.42,3996.87,3996.96,4007.4,4064.4,4171.73,4043.9,4013.13,4119.51,4158.44,4195.76,4127.06,4104.8,4197.45,3991.28,4027.37,4075.36,4116.94,4023.69,3997.51,4005.56,4152.51,1
4294.36,4017.44,4265.64,4143.08,4332.82,4608.72,4067.18,4605.64,4199.49,4216.41,4184.62,4280,4582.05,4349.74,4009.72,4052.72,4010.89,4152.44,4013.38,4167.51,4172.77,3989.19,3984.63,4078.49,3998.77,4164.44,4031.82,4152.32,4031.21,4188.84,4094.51,4051.78,4195.1,4176.26,4012.15,3996.33,4064.81,3966.54,4186.25,4151.78,4057.96,4163.09,3976.93,4131.41,1
4329.74,4012.82,4294.87,4131.79,4340.51,4622.56,4074.87,4627.18,4210.26,4242.56,4216.41,4299.49,4612.31,4376.92,4087.83,4107.46,4169.03,4070.11,3992.29,4053.56,4073.97,4162.26,4184.5,4159.56,4022.03,4166.75,4194.22,4012.98,3982.53,4088.68,4172.57,3967.2,4065.92,4141.04,4191.41,4080.14,3970.38,4098.82,4172.09,4033.94,3969.9,4128.02,4190.27,4096.8,1
4271.79,3989.74,4252.82,4107.18,4325.13,4596.92,4038.46,4603.59,4195.38,4228.21,4200,4264.62,4600.51,4334.87,4053.53,3961.73,4037.44,4196.21,3976.45,4108.91,4036.44,4126.85,4103.43,4064.07,4038.06,3951.31,4061.71,3989.86,4108.37,3975.49,4047.58,4111.67,4043.93,4011.94,3987.73,4101.01,4038.23,4155.94,4126.97,4166.26,4083.25,4053.9,4076.95,4004.3,1
4312.82,4006.67,4273.33,4109.23,4338.46,4614.87,4056.41,4622.05,4204.1,4225.13,4206.15,4284.1,4604.1,4358.97,4193.37,4119.74,3995.86,4026.19,4172.62,4064.56,4111.41,4117.86,4188.85,4090.44,3988.07,4184.98,4130.99,4076.99,4130.05,4080.02,4062.35,4199.61,4028.72,3959.31,4037.03,4065.03,3974.41,3995.36,4093.25,3988.6,4096.95,3954.72,4182.44,3982.91,1
4332.31,4021.54,4278.46,4127.18,4327.18,4606.15,4055.38,4617.95,4205.13,4234.36,4204.1,4295.9,4612.82,4396.41,4135.56,4056.48,4117.17,4158.25,4127.0,4199.49,4170.75,4166.75,4043.04,3950.07,3990.02,4100.24,4190.88,3994.58,4116.58,4122.62,4134.64,4075.46,4132.62,4159.78,4063.47,4166.02,4062.53,3961.89,4078.63,4122.1,4167.45,4131.43,4033.56,3958.61,0
4301.03,4016.92,4261.54,4115.9,4339.49,4617.44,4075.9,4625.13,4197.44,4222.05,4197.95,4282.05,4576.92,4369.74,4073.49,4014.83,3962.29,4129.31,4182.91,4074.03,3956.63,3996.76,4046.01,4100.55,4089.13,4151.81,4140.69,4198.2,4120.06,4116.24,4146.75,4197.14,4162.41,4182.47,4044.31,4153.02,4040.83,4101.07,4001.93,4063.7,4010.48,4068.01,4065.33,4155.49,0
4288.72,4014.36,4263.59,4123.59,4346.67,4620.51,4086.67,4623.08,4205.64,4240,4213.85,4275.9,4612.82,4370.77,4077.43,3974.6,3954.32,3999.81,3956.56,4054.01,4167.12,4019.09,4073.01,3984.91,3965.45,4183.67,4196.11,4126.94,4037.63,4183.65,3959.48,4141.52,4064.1,4116.42,3980.05,4092.06,3964.04,4032.2,4113.37,4076.27,4085.99,4124.61,4178.39,4119.64,1
4278.97,4003.59,4260,4113.33,4331.79,4606.67,4038.46,4584.62,4163.08,4200.51,4176.41,4256.92,4589.74,4324.62,4035.02,4129.99,4145.38,4107.22,4187.2,4117.08,4185.84,3958.19,4111.18,4018.42,4174.81,4151.24,4042.3,4180.59,4038.78,4065.94,3970.35,4129.51,3964.97,3982.35,4071.16,4102.37,4088.65,4064.99,4101.96,4056.53,4115.58,4087.61,4177.34,4154.3,1
4292.82,3992.31,4262.05,4121.54,4332.82,4626.67,4071.79,4626.67,4210.26,4243.59,4222.05,4291.79,4622.56,4367.69,4032.96,4117.21,4167.5,4141.27,4191.49,4009.84,4167.33,3967.41,4086.94,4034.9,3983.01,4079.96,4185.07,4139.84,4071.5,4021.42,4105.5,4118.62,4118.81,4144.91,4071.29,4038.61,4065.21,4076.24,4016.3,4014.35,3960.22,3959.14,4145.22,3996.78,0
4309.23,4008.72,4262.56,4108.72,4330.77,4623.08,4092.31,4600.51,4190.26,4230.26,4200.51,4285.64,4594.87,4390.26,4116.48,4076.65,4010.2,4040.28,3999.48,3995.97,4022.69,3974.99,3979.79,4105.78,4104.49,4009.4,4161.93,3995.61,3973.57,4100.11,4008.24,4056.26,4172.79,3999.06,4038.59,4119.87,4005.59,4002.54,4027.71,4175.32,3967.14,4189.14,4095.7,3951.27,0
4277.44,3974.87,4260,4116.41,4332.82,4605.13,4072.82,4603.08,4189.74,4214.36,4189.74,4271.79,4575.38,4327.69,3985.21,4050.12,4005.09,3972.63,4137.32,4145.47,4100.59,4021.75,4011.61,4039.68,4193.46,4108.47,3953.53,4155.59,4184.58,4080.62,4018.17,4089.38,4012.46,4151.61,4048.54,4081.55,4013.58,3997.03,3950.08,4048.92,3968.52,3995.52,4015.9,4000.65,0
4277.44,3996.41,4248.21,4121.03,4344.62,4605.13,4049.23,4629.23,4224.1,4245.64,4219.49,4275.9,4609.74,4355.9,4026.6,3951.01,3984.88,4140.7,4073.79,4184.68,4149.7,4093.97,4108.46,4076.33,3955.32,3959.52,4043.17,4167.37,4102.67,4023.11,4056.96,3996.04,4085.58,4075.3,4086.73,4050.72,4195.14,4081.85,3970.03,4165.94,3966.63,4149.91,4166.8,3978.17,1
4247.18,4021.03,4249.23,4137.44,4348.21,4615.9,4047.18,4588.72,4185.13,4186.67,4136.41,4249.74,4500,4290.77,3992.87,4048.0,4134.23,3968.68,4049.74,3979.71,3984.61,4165.43,4129.58,4025.77,4006.67,3974.84,4057.54,4067.16,3994.49,4059.76,4173.47,3973.03,3954.87,4053.78,4102.23,4196.11,4013.59,4162.58,3951.7,4136.95,4098.24,3968.91,4049.92,4096.54,0
4306.15,4007.69,4253.33,4121.03,4330.26,4579.49,4077.44,4607.69,4186.67,4224.62,4198.97,4267.18,4622.56,4367.18,4119.28,4069.05,4076.75,4173.11,3972.0,3970.61,4006.35,4017.5,4125.02,4004.52,4111.07,4062.08,3952.8,4026.6,4074.95,4168.17,4057.16,4085.53,4072.01,4002.14,4044.7,4167.66,3965.57,3960.62,4074.68,4192.66,4175.91,4099.03,4197.63,4125.29,0
4306.15,4021.03,4270.26,4142.56,4350.26,4619.49,4082.05,4614.87,4198.97,4244.62,4209.74,4273.85,4619.49,4368.21,3953.01,4137.9,4128.45,4171.76,3987.34,3963.76,4189.97,3995.07,4076.0,4136.18,4172.03,4046.78,4176.4,4125.05,4086.73,4109.99,4108.66,4130.22,4145.06,3990.52,4027.65,4068.46,4178.31,4142.9,4105.37,3988.31,4079.25,4008.09,3980.2,4047.61,1
4309.23,4037.44,4267.69,4125.13,4350.26,4628.21,4112.31,4621.03,4214.36,4231.79,4220.51,4291.28,4618.46,4370.26,4140.85,4037.67,4117.29,3964.5,4012.43,3972.34,4143.29,3994.02,4168.9,4044.93,3978.61,3973.29,4025.3,4131.84,4167.0,3995.85,4055.0,3966.22,4178.26,4122.5,4031.68,4040.07,3993.31,4034.85,4066.94,3969.06,4052.05,4089.87,3981.69,4026.3,1
4272.82,4023.08,4254.36,4124.1,4339.49,4613.33,4033.33,4594.87,4189.74,4221.03,4192.82,4266.67,4608.72,4326.67,3970.02,4013.61,4174.16,4050.37,4084.03,4047.43,4136.33,4175.05,4084.65,4120.41,4062.67,4116.32,3996.83,4087.21,4171.49,4158.31,4022.13,3962.71,4106.33,4132.96,4178.04,4050.42,4131.82,4102.21,4126.46,3995.66,4030.73,3952.08,4013.11,4183.95,1
4293.85,4031.79,4267.18,4135.9,4342.56,4630.26,4090.77,4624.62,4210.26,4239.49,4207.18,4278.97,4608.21,4349.74,3962.98,4145.15,4054.12,4014.13,4030.44,3970.1,3957.8,4124.05,4021.4,4173.45,4132.19,4063.05,3953.82,4055.69,4000.45,4092.9,4178.76,4001.81,4091.09,4122.38,3964.48,3971.5,3950.06,3950.58,4156.16,4181.33,4087.8,4190.87,4167.46,4038.83,1
4313.33,4024.1,4265.64,4110.26,4343.08,4634.36,4084.62,4630.77,4222.05,4261.54,4226.67,4293.33,4622.05,4364.1,4030.49,4189.09,4176.6,4099.13,4130.02,4046.73,4043.15,4113.64,4051.98,4131.26,4189.9,3968.1,4056.82,4180.05,3950.19,4194.16,4089.03,4140.76,4025.5,4161.17,4014.56,4043.16,3992.75,4027.08,4029.6,4111.41,4145.11,4067.27,4098.2,4160.69,0
4278.97,4024.62,4241.03,4105.13,4352.31,4616.41,4089.23,4605.64,4198.46,4224.1,4206.15,4270.26,4610.77,4340,3963.56,4153.23,4053.01,4082.59,3968.96,4057.6,4157.57,4062.36,4062.5,4018.19,4160.76,4100.57,4023.29,4118.47,3994.67,4182.46,4181.83,4150.28,3985.1,4052.5,3959.34,3982.18,3964.59,4075.34,4017.16,4041.18,4134.04,4113.41,3982.24,4097.65,1
4282.05,3971.79,4245.13,4110.26,4323.59,4596.92,4066.15,4600,4194.87,4230.26,4184.1,4277.95,4609.74,4357.95,4176.21,4175.12,4122.82,4091.96,4023.61,4074.37,4067.41,3958.93,3976.33,4130.2,4144.58,4123.34,4109.8,4063.59,4044.7,3980.55,4181.26,4021.58,4047.38,4126.26,4057.66,4157.99,4074.81,4097.51,4180.62,3965.87,3965.69,3976.92,4079.24,4109.57,1
4347.18,4010.77,4281.54,4129.74,4322.05,4606.15,4064.62,4629.74,4207.18,4236.92,4216.92,4292.31,4623.59,4402.05,4046.5,3975.8,4028.41,3959.71,4124.96,4117.41,3950.9,4112.81,4002.86,4093.08,3992.19,4155.2,4091.25,4184.04,4075.33,4058.71,3951.34,4188.1,4104.61,4087.14,4015.39,4066.91,4000.2,4179.74,4057.97,4123.71,4118.83,4192.05,3974.87,4017.87,1
4308.21,4008.72,4264.62,4122.56,4340.51,4615.9,4061.03,4613.33,4198.97,4234.36,4176.92,4277.95,4606.15,4365.64,4079.71,4078.03,3987.3,4123.56,4158.17,3967.81,4049.96,4104.08,3978.88,4086.41,3977.39,3978.71,4021.55,4166.16,4063.45,4185.92,4062.79,4130.38,4003.39,4073.86,4183.93,3951.81,4009.79,4122.32,4102.42,3996.01,4165.04,4022.53,4181.43,4039.96,1
4280.51,4003.08,4252.31,4096.92,4341.03,4617.95,4057.44,4601.54,4193.33,4228.72,4206.67,4273.33,4625.64,4345.64,4028.27,4090.77,4013.66,4029.86,4178.53,4137.77,4077.5,4001.76,4121.02,4051.85,4033.52,3968.17,4027.83,4044.82,4136.77,3989.0,4119.72,4093.83,3983.66,4028.34,4116.89,4055.31,4055.42,4127.7,4013.04,4029.87,4171.12,4058.93,4156.99,4152.17,1
4346.15,3991.28,4282.05,4151.28,4334.87,4615.9,4071.79,4616.41,4203.08,4232.31,4188.21,4296.41,4634.87,4413.33,4103.65,4143.03,4147.13,3960.51,3956.43,4023.4,4151.1,4142.48,4058.28,4066.7,4056.97,3973.97,4009.21,4134.09,3952.86,4073.65,3998.54,3982.01,4050.9,4130.95,3981.3,4185.06,3987.09,4046.92,4001.31,3987.6,4005.89,4183.16,3962.46,4105.27,1
4305.64,4024.1,4267.69,4131.28,4342.56,4622.56,4090.77,4601.54,4206.67,4250.77,4208.21,4281.03,4603.59,4342.05,4187.33,3979.6,4063.44,4178.59,3989.39,4139.33,3954.74,4037.23,4018.5,4028.29,3992.63,4178.09,4060.86,4097.27,4195.5,4079.3,4055.52,4170.84,4014.68,4040.62,4035.74,4197.17,4034.26,4085.5,4130.15,4171.69,4038.33,4095.47,3996.96,4048.32,1
4329.23,3976.92,4248.72,4122.56,4343.59,4603.59,4068.72,4592.82,4178.97,4210.77,4185.13,4269.23,4577.44,4371.79,3996.04,4061.2,4120.06,4109.22,4155.45,4173.22,4136.16,4008.56,3961.49,4155.99,4127.99,4017.53,4173.98,4058.44,3978.83,3987.63,4157.38,4151.4,4110.68,4056.11,4011.97,4020.55,4134.65,3999.59,4093.08,4132.33,4063.13,4191.86,4093.84,4001.15,1
4284.1,3961.03,4269.23,4106.67,4337.95,4631.28,4084.1,4638.97,4212.82,4248.72,4222.05,4295.38,4622.05,4344.1,4112.8,3982.21,4024.15,4034.18,4149.43,4079.42,4184.87,4177.47,3971.14,4125.07,3959.37,4085.32,3985.4,3986.25,3956.15,4158.62,4064.99,4004.18,4028.69,4083.36,4025.43,4131.59,4004.59,4038.15,4113.61,4164.24,4078.31,4192.54,4055.07,4088.21,0
4278.97,3992.31,4250.26,4113.33,4329.23,4615.38,4076.92,4622.05,4204.1,4220.51,4191.79,4273.33,4576.92,4316.41,4045.65,3974.98,4098.03,4073.09,4001.45,4093.29,4065.98,4163.25,4141.7,4078.38,4186.47,4188.22,3999.46,4048.39,4111.96,4031.57,4083.63,4167.52,4067.34,4066.8,4103.58,4039.64,3990.05,4154.89,4145.95,4106.86,4187.77,4044.41,3960.11,3963.75,0
4254.87,3990.77,4249.23,4110.77,4342.05,4624.62,4102.05,4612.82,4193.85,4202.05,4184.62,4269.23,4548.21,4328.72,4121.75,4114.66,3983.05,4086.88,4069.87,4180.5,3979.04,4021.71,4140.38,4092.32,4046.9,4121.46,4126.46,4191.9,3985.62,4044.35,4033.99,4047.09,4119.9,4178.77,4056.25,4161.03,4172.11,3973.89,4134.97,4102.88,4059.21,3994.18,3950.44,4071.81,1
4289.74,3994.87,4250.26,4123.59,4323.59,4618.46,4048.21,4611.28,4194.36,4237.44,4207.69,4279.49,4611.28,4354.87,3998.52,3963.2,4147.21,4164.29,4080.89,4047.15,3959.82,4060.65,4044.49,4167.5,4016.58,4094.21,4084.96,4006.59,4038.71,3954.73,4184.12,3988.98,4047.18,3977.59,4085.79,4174.14,4197.96,4119.23,4041.38,4182.98,3958.44,4172.71,4047.67,4164.54,0
4294.87,4038.97,4265.13,4151.79,4350.77,4624.1,4075.38,4614.36,4202.05,4237.44,4193.33,4265.64,4596.41,4332.31,3973.18,3966.39,4078.36,4004.15,4009.0,4027.05,4081.94,3970.89,3975.7,4185.73,4050.81,4091.52,4182.98,3962.9,3990.16,3953.53,4030.7,4157.67,4123.35,4104.67,4032.67,4001.41,4195.52,4109.97,4124.41,3966.84,4135.76,4026.8,4169.12,4143.27,1
4284.62,4014.36,4274.36,4122.05,4337.95,4614.87,4052.31,4611.79,4200.51,4237.95,4210.26,4291.28,4627.69,4342.56,4021.18,4093.94,4135.38,3967.65,4045.03,4092.73,4095.51,4099.98,3996.13,3994.3,4074.3,4009.17,3996.48,4186.26,4023.56,4108.83,4021.49,4069.07,4164.96,4014.64,4053.09,3982.94,4124.73,4027.44,3973.49,4138.34,4123.31,4088.78,3993.77,4078.35,1
4344.1,3966.67,4262.56,4113.85,4321.03,4615.9,4084.1,4624.1,4211.79,4258.46,4206.67,4304.62,4701.54,4438.97,4168.63,4194.35,4123.52,3983.43,4095.57,4069.73,3997.15,4006.31,4094.75,4003.49,3993.13,4136.16,4166.58,4146.72,4014.8,3997.77,4193.88,3989.18,4076.92,4031.55,3988.92,4065.13,4011.88,4010.36,3999.36,4005.98,4192.74,4111.95,4138.02,3972.22,1
4272.82,3989.74,4245.13,4081.03,4332.31,4617.44,4081.54,4615.38,4196.92,4227.18,4194.36,4266.67,4586.67,4330.26,4096.47,4059.31,4024.26,4091.35,3962.87,4005.29,4046.32,4173.32,3978.45,4074.71,4146.79,4108.21,4186.88,4101.51,4187.65,3973.4,3991.11,4157.23,4036.31,4035.73,3964.13,4123.26,4112.67,3976.8,3988.13,3950.58,4073.95,3956.53,4045.42,3969.74,0
4301.03,4013.85,4263.59,4118.46,4341.03,4617.95,4089.23,4625.13,4215.9,4238.46,4215.38,4285.13,4612.82,4371.28,4140.25,4146.6,4097.23,4199.67,3991.87,4043.72,4055.17,4120.44,4043.28,4156.93,4133.06,4168.02,4182.25,4026.3,4131.0,4071.26,4147.09,4175.23,4136.2,4044.98,4126.96,4074.89,4006.05,4084.12,4176.32,3957.96,4044.42,4178.01,4015.37,4193.15,1
4295.9,4039.49,4265.64,4150.77,4351.79,4626.15,4074.87,4607.69,4192.31,4228.72,4188.21,4257.95,4587.18,4330.77,3951.91,4051.39,4187.31,4151.81,4159.76,3978.39,4046.76,4153.86,4133.1,4033.07,4039.06,4002.1,4174.85,4087.38,4143.42,3981.53,3991.48,4191.92,4051.31,4126.04,4125.94,4184.8,3958.77,4082.25,4047.04,4103.56,4189.58,4088.2,4191.22,4119.07,1
4311.79,4007.69,4280.51,4132.82,4343.59,4624.62,4090.77,4629.23,4219.49,4262.56,4223.08,4296.41,4627.69,4378.97,4189.56,4131.27,4005.55,4064.2,4038.35,4082.72,4194.01,3980.58,4060.27,3959.24,3997.15,4010.89,4181.01,4017.53,4125.33,4059.25,4043.75,4159.39,4009.8,4154.83,4064.14,4030.24,4092.6,4145.68,4058.65,4152.33,4100.06,4113.73,4060.35,4137.77,1
4369.74,3982.05,4264.62,4122.56,4344.1,4606.15,4070.77,4594.36,4176.92,4235.38,4208.21,4286.67,4626.15,4422.56,4130.95,4155.76,4013.42,4130.19,4054.86,4132.46,3973.17,4160.19,3999.21,4048.51,4185.89,3977.46,4135.62,4031.97,4101.29,4161.9,4185.13,4145.61,4052.74,3969.08,4187.74,4075.31,4128.6,4018.05,3985.07,4043.94,4022.73,4013.65,3983.86,4046.36,1
4298.46,4003.59,4263.59,4121.03,4338.97,4624.1,4070.77,4628.21,4208.21,4238.46,4211.79,4284.62,4589.23,4361.54,4086.48,4154.1,3952.73,4112.04,4147.64,3974.31,4093.16,4115.54,3971.35,4153.18,4098.56,4126.83,3983.29,3970.71,4151.79,4132.12,3996.77,4054.36,4137.33,4180.74,3968.93,4048.66,4166.32,4120.4,4075.21,3955.95,3992.78,4121.78,4161.54,4119.19,0
4286.15,3978.46,4253.85,4111.79,4346.67,4617.95,4080,4616.41,4191.79,4234.87,4203.08,4280,4608.72,4353.33,4065.14,3986.04,4006.37,4028.14,3952.87,4163.42,4089.48,4019.48,4145.5,3982.74,4020.99,4191.63,3979.23,4027.5,4115.17,4058.29,3960.3,4145.13,4142.95,3976.36,4132.03,4033.59,4116.7,4018.61,3961.41,4144.81,4179.95,4076.08,4051.37,3971.71,1
4357.44,4001.03,4272.82,4138.46,4323.08,4601.03,4061.03,4586.67,4177.95,4225.13,4188.72,4295.38,4649.23,4428.21,4116.09,4198.35,4059.97,4086.49,4099.44,4162.44,4034.4,4172.03,4111.48,4040.71,3970.74,4058.61,3952.1,4019.51,4000.91,4014.26,4177.43,4006.88,4096.48,4014.63,4183.15,4043.93,4001.5,4072.98,4181.19,4159.53,4019.61,4144.31,4085.16,3999.24,1
4350.26,3990.26,4271.28,4113.85,4354.36,4632.31,4095.38,4620,4209.23,4246.67,4211.28,4291.28,4628.21,4401.54,4143.26,4037.84,4037.39,3992.15,4035.71,4106.38,4184.75,4085.02,4115.37,3953.5,4179.76,4163.92,4124.77,3998.44,4147.28,4095.98,4187.77,4109.83,3955.89,4151.58,4046.66,3994.66,4135.12,4177.5,4130.94,4080.04,4121.33,4165.46,4094.29,3992.86,1
4255.38,3982.05,4252.82,4106.67,4336.41,4616.92,4069.74,4604.1,4186.67,4191.79,4155.9,4262.56,4528.72,4310.77,4004.79,4187.19,4128.85,4178.68,4038.01,4076.46,4101.81,4081.76,4088.23,4066.97,4197.81,4013.88,3959.95,4066.03,4013.28,4034.4,4105.17,4179.67,4031.76,4092.62,4106.7,3958.39,4085.08,4144.5,4142.98,4143.35,4196.31,4168.94,4066.93,3955.04,1
4270.77,4004.62,4230.77,4114.87,4344.62,4619.49,4096.41,4589.23,4186.67,4204.62,4171.79,4252.31,4556.41,4304.1,4013.64,4134.78,4122.92,4152.07,4030.0,4067.49,3973.54,4042.65,4172.8,3965.91,4177.24,4046.32,3977.11,4101.5,4111.48,3982.25,4061.93,4085.41,4187.32,4183.57,3988.92,4176.28,4040.14,4178.07,4070.94,4134.47,3969.19,4113.22,4059.4,4187.01,0
4277.44,4014.87,4251.79,4117.44,4333.85,4621.03,4087.18,4605.13,4192.31,4213.85,4178.97,4259.49,4567.69,4334.36,4071.79,3973.59,4157.05,3954.4,4095.74,4015.6,4161.83,4040.73,3962.7,4062.32,4098.02,3977.63,3954.33,4171.43,4195.49,4165.16,4118.66,4160.44,4160.54,4062.34,4107.85,3958.74,4124.35,3998.11,4040.96,4182.2,4068.99,4023.06,3971.63,3956.31,0
4305.13,4017.44,4264.1,4133.33,4336.92,4619.49,4080,4605.64,4213.33,4260,4212.82,4275.38,4609.74,4342.56,4168.08,4018.09,3970.58,3990.27,4030.67,4198.79,4120.18,4109.47,4183.33,3999.5,4120.96,4187.24,4037.71,4037.55,4035.43,3962.23,4137.47,4124.1,4095.68,3984.53,4049.81,4081.17,4111.57,4134.29,3950.14,4182.12,3998.41,4136.57,4108.72,4036.82,1
4316.92,4055.38,4283.08,4155.38,4350.26,4624.1,4080.51,4615.38,4205.13,4252.31,4217.95,4291.79,4623.08,4364.1,3994.19,4118.77,4002.9,3963.71,4151.37,4055.9,4042.95,4026.87,4192.45,4020.7,4112.21,4119.16,4090.42,4126.57,4017.65,4041.13,4090.53,4016.23,4011.15,4096.62,4154.77,4077.58,4177.96,4030.0,3960.6,4146.0,3955.24,4027.37,4145.53,4183.93,1
4312.82,4006.15,4260.51,4127.69,4341.03,4586.15,4089.74,4628.72,4215.9,4225.13,4198.97,4274.36,4611.79,4375.9,4138.5,4094.61,4081.92,4032.54,4149.2,4122.86,3995.04,4199.44,4001.49,4181.83,3961.59,4138.03,4043.44,4145.79,3964.82,4021.07,4154.07,4155.85,4066.08,4000.07,3986.55,4161.7,4002.98,4017.85,4004.58,4133.72,4138.52,4029.32,4140.21,4004.31,0
4280.51,3993.85,4252.82,4120.51,4336.92,4624.62,4072.82,4617.95,4196.92,4219.49,4190.77,4270.26,4577.44,4347.18,3955.52,4193.78,3992.83,3964.61,4155.23,4024.92,4029.82,4157.47,4065.7,4073.23,4048.2,4107.49,4041.17,3964.27,4119.06,4123.67,4097.5,4128.86,4018.45,4170.79,4094.53,4125.83,4080.87,4150.82,3965.6,4092.55,4187.08,4160.71,3985.92,4050.04,0
4215.9,4057.44,4231.79,4142.56,4341.03,4611.79,4048.72,4577.95,4159.49,4183.59,4120,4220.51,4485.13,4240,3963.51,4090.25,4169.0,4057.16,4016.97,4141.0,4061.21,3971.78,4199.99,4076.6,4142.63,3963.61,4012.23,4108.08,4122.03,4147.42,3998.47,4139.81,4112.9,4181.65,4028.9,4023.01,4147.67,3950.64,4188.34,4017.08,4030.33,3988.22,4018.52,4079.51,0
4326.15,3968.21,4245.64,4106.15,4318.97,4603.59,4065.64,4613.33,4198.97,4255.9,4206.67,4297.44,4700,4429.74,4134.93,4177.22,4108.21,4028.37,4185.09,4007.07,3975.96,3963.24,4026.71,3970.65,4127.33,3955.48,4113.01,4096.22,4026.14,4114.59,3954.31,4079.58,4039.21,4066.97,4025.2,4195.42,4170.99,3955.66,4199.58,4067.38,4183.07,4066.5,4121.65,4086.02,1
4297.95,3996.41,4253.33,4120.51,4326.67,4603.59,4071.28,4606.15,4189.23,4221.03,4192.31,4269.23,4592.82,4343.59,4123.85,3979.72,4072.86,4193.62,4093.38,4025.97,3988.7,4172.71,4094.49,4111.64,4166.6,4013.88,4063.51,4191.48,4096.88,3959.49,4193.69,4062.44,4199.32,4188.41,4179.15,4023.5,4021.93,3998.01,3963.63,4044.18,4178.99,4144.08,3999.41,4107.04,0
