@Relation EEGDataTesting_24

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4316.92,4055.38,4283.08,4155.38,4350.26,4624.1,4080.51,4615.38,4205.13,4252.31,4217.95,4291.79,4623.08,4364.1,3994.19,4118.77,4002.9,3963.71,4151.37,4055.9,4042.95,4026.87,4192.45,4020.7,1
4312.82,4006.15,4260.51,4127.69,4341.03,4586.15,4089.74,4628.72,4215.9,4225.13,4198.97,4274.36,4611.79,4375.9,4138.5,4094.61,4081.92,4032.54,4149.2,4122.86,3995.04,4199.44,4001.49,4181.83,0
4280.51,3993.85,4252.82,4120.51,4336.92,4624.62,4072.82,4617.95,4196.92,4219.49,4190.77,4270.26,4577.44,4347.18,3955.52,4193.78,3992.83,3964.61,4155.23,4024.92,4029.82,4157.47,4065.7,4073.23,0
4215.9,4057.44,4231.79,4142.56,4341.03,4611.79,4048.72,4577.95,4159.49,4183.59,4120,4220.51,4485.13,4240,3963.51,4090.25,4169.0,4057.16,4016.97,4141.0,4061.21,3971.78,4199.99,4076.6,0
4326.15,3968.21,4245.64,4106.15,4318.97,4603.59,4065.64,4613.33,4198.97,4255.9,4206.67,4297.44,4700,4429.74,4134.93,4177.22,4108.21,4028.37,4185.09,4007.07,3975.96,3963.24,4026.71,3970.65,1
4297.95,3996.41,4253.33,4120.51,4326.67,4603.59,4071.28,4606.15,4189.23,4221.03,4192.31,4269.23,4592.82,4343.59,4123.85,3979.72,4072.86,4193.62,4093.38,4025.97,3988.7,4172.71,4094.49,4111.64,0
4312.31,4018.97,4262.05,4121.03,4340,4634.36,4081.54,4615.38,4215.38,4246.15,4204.1,4293.33,4604.1,4387.69,4195.94,4117.88,4037.41,4049.16,3954.23,4091.11,3995.37,4041.99,4058.32,3986.55,0
4345.13,3926.15,4262.05,4072.31,4331.28,4610.77,4107.18,4651.28,4248.72,4286.67,4303.08,4335.9,4760,4463.59,4194.8,4038.05,4046.03,4030.7,4063.96,4063.47,4169.67,4020.74,3979.51,4063.42,1
4288.72,4015.38,4250.26,4108.21,4354.87,4634.36,4070.77,4610.26,4207.69,4246.15,4206.67,4269.74,4608.21,4350.77,4015.08,4028.23,4003.3,4052.14,3985.75,4029.68,3959.61,4091.42,4068.49,4000.25,0
4271.79,3984.1,4248.72,4106.67,4326.15,4613.33,4077.44,4623.08,4201.54,4216.41,4192.31,4272.31,4580.51,4318.46,3964.58,4126.93,4161.73,4080.18,4017.47,4060.28,4126.22,4055.66,4171.89,4085.06,0
4311.79,4024.1,4265.13,4124.1,4348.72,4615.9,4062.05,4598.97,4200,4237.44,4214.36,4283.59,4608.72,4358.97,4179.87,4176.5,4141.77,4044.85,3963.2,3998.5,4142.53,3972.54,3996.32,4096.18,0
4291.28,3985.64,4258.97,4097.95,4334.36,4618.97,4101.03,4609.74,4193.85,4223.08,4179.49,4295.38,4616.41,4360.51,4100.63,4026.55,3957.94,4126.15,4106.4,4189.2,4093.8,4033.91,4128.23,4004.52,1
4293.85,3986.67,4255.9,4108.72,4330.77,4627.18,4075.38,4626.67,4207.18,4244.1,4225.13,4292.82,4628.21,4366.67,4074.88,4157.22,3956.62,3983.9,3969.85,4070.3,3974.89,4195.55,4103.74,4151.8,0
4267.69,4006.67,4248.72,4120.51,4329.74,4625.64,4074.36,4596.41,4184.62,4225.64,4181.03,4260.51,4590.26,4322.56,4192.02,3951.83,3972.96,4117.81,4127.79,4043.63,4043.29,4009.15,4087.91,4169.75,0
4303.59,4007.69,4256.92,4110.26,4343.08,4604.62,4084.62,4622.05,4206.67,4228.72,4219.49,4289.23,4623.08,4367.18,4195.75,4016.6,4065.99,4030.6,4052.21,4092.39,4174.76,4100.01,4160.27,4025.1,0
4296.92,3993.33,4248.72,4122.56,4327.18,4601.03,4057.95,4600.51,4196.41,4228.21,4208.21,4276.92,4605.13,4352.82,4193.92,4122.18,4090.11,4056.56,4077.37,4131.75,4065.74,3964.64,4191.13,4159.05,0
4273.33,3966.67,4252.31,4104.62,4323.59,4608.72,4043.59,4600,4191.28,4207.69,4178.97,4269.23,4596.41,4330.77,4066.52,4159.64,3997.2,4058.52,4199.06,4059.04,4017.08,4016.37,3970.4,3960.33,1
4287.69,3992.31,4260,4106.15,4340,4602.05,4066.15,4596.41,4189.23,4213.85,4192.82,4276.92,4619.49,4356.92,4127.92,4167.87,3960.55,4143.6,3994.6,4010.34,4196.33,4119.28,4151.19,4094.67,1
4275.38,4028.21,4238.46,4122.56,4347.18,4624.62,4087.69,4607.18,4203.59,4220,4176.92,4262.56,4564.1,4317.44,4093.93,4128.28,4049.58,4012.28,4037.13,4119.37,4047.38,4024.48,4149.38,4005.58,0
4274.87,3986.15,4255.9,4102.56,4326.15,4623.08,4054.87,4616.41,4190.26,4208.21,4187.69,4281.54,4602.05,4349.23,4050.4,4054.51,3963.72,4164.87,4082.99,4184.55,3983.14,4142.96,4095.26,4044.27,0
4338.97,4003.59,4279.49,4126.67,4326.67,4608.72,4055.38,4609.23,4188.72,4220,4201.54,4286.15,4602.56,4388.72,4169.35,4053.75,4198.68,4132.79,4174.53,4120.76,4063.13,4131.08,3971.41,4142.31,1
4287.69,4003.08,4247.18,4118.97,4321.54,4602.56,4067.18,4613.85,4204.62,4218.97,4178.46,4254.87,4577.44,4335.9,3977.38,4194.97,4174.66,4150.69,4050.09,3973.15,4096.7,4164.8,4086.32,4014.82,1
4271.79,3987.18,4248.21,4088.72,4340.51,4611.28,4071.79,4609.23,4186.15,4223.59,4193.85,4272.82,4617.95,4346.15,4005.4,4073.03,4037.71,3992.4,4102.75,4187.67,4038.98,4173.69,4021.45,3976.77,1
4298.46,4000.51,4265.13,4111.79,4324.62,4614.36,4060,4595.9,4186.15,4241.03,4215.38,4282.56,4627.18,4368.72,4080.95,4064.25,3999.83,4123.08,4169.82,4008.25,3993.86,4149.98,4141.07,4195.73,0
4289.23,3991.28,4261.03,4105.13,4325.13,4605.13,4089.74,4612.82,4196.41,4215.38,4202.56,4273.85,4582.56,4356.41,4163.34,4025.17,4179.97,4191.66,4127.6,4176.37,4185.54,4184.57,3964.11,4000.82,1
4295.38,3965.64,4233.33,4110.77,4330.26,4616.92,4084.62,4617.44,4208.21,4238.46,4185.13,4278.97,4610.77,4375.38,3989.67,4020.4,4043.23,4113.63,4098.1,4045.58,4167.64,4079.99,3966.13,4064.67,1
4303.08,3997.44,4248.72,4108.21,4332.82,4618.97,4075.9,4612.31,4198.97,4247.18,4192.31,4269.74,4590.77,4354.36,4082.5,3964.76,3991.32,4056.51,4191.14,4102.59,3980.62,4047.4,4187.8,4027.63,0
4424.1,4065.13,4296.92,4155.38,4331.28,4600.51,4048.21,4616.41,4208.21,4250.26,4250.26,4318.46,4693.85,4498.46,3980.7,4151.36,4139.46,4160.43,4063.67,4152.75,4034.98,4110.25,3976.67,4085.85,0
4307.18,4014.87,4247.18,4132.82,4346.67,4623.59,4064.1,4592.82,4196.41,4247.18,4205.13,4280,4612.82,4376.92,4179.68,4132.93,4171.55,4195.13,4053.91,4006.18,3981.45,4160.58,3971.95,4162.99,0
4317.95,4018.97,4265.64,4125.64,4331.28,4606.67,4071.79,4596.92,4195.38,4232.31,4164.1,4285.13,4612.82,4373.33,4141.22,4055.92,4184.92,4079.67,4066.88,4178.58,4161.6,3999.34,4138.47,3956.25,0
4289.74,4000.51,4260,4124.62,4333.85,4623.08,4086.15,4616.41,4193.85,4227.18,4184.1,4258.97,4578.97,4333.33,4139.19,4199.44,4037.39,4077.06,4040.27,4170.44,3989.77,3955.32,4192.47,4143.58,1
4316.92,3978.46,4264.1,4103.08,4329.74,4616.41,4097.95,4626.15,4210.77,4212.82,4166.67,4293.33,4608.72,4371.28,4152.45,3962.77,3960.44,4186.59,4168.24,4161.34,4161.27,4157.23,3975.32,4077.97,1
4331.28,3914.87,4255.38,4061.03,4316.41,4598.97,4103.08,4644.1,4230.77,4269.23,4284.62,4328.72,4738.97,4450.26,4122.56,4128.46,4112.1,4084.53,4039.59,4104.51,4167.95,4195.12,3972.48,3961.12,1
4448.21,4102.56,4306.15,4169.23,4346.67,4623.59,4071.28,4600,4193.85,4247.69,4222.56,4313.85,4650.77,4475.9,3976.18,4095.12,4009.24,4013.65,4044.02,4054.7,4072.01,4132.17,4153.28,4179.17,0
4317.44,4031.79,4282.05,4149.74,4349.74,4641.03,4087.18,4614.36,4198.97,4240,4204.1,4284.62,4603.08,4375.38,4084.64,4055.28,4019.52,4033.19,4183.95,4122.59,4156.97,4199.28,4157.43,4183.12,1
4316.92,3908.72,4253.33,4062.56,4324.62,4605.64,4105.13,4657.44,4244.1,4269.23,4270.77,4316.92,4722.05,4427.18,4031.06,4083.29,3950.23,4090.69,4138.57,4081.62,4121.28,4022.76,4003.34,4085.43,1
4290.77,4012.31,4249.23,4121.03,4334.36,4578.97,4083.59,4597.95,4187.69,4225.13,4191.28,4275.9,4593.85,4349.74,4013.49,3972.59,4035.45,3973.32,4089.37,4154.74,3971.62,4018.66,4179.56,4025.42,0
4355.38,4054.87,4279.49,4142.56,4333.85,4603.08,4050.26,4587.18,4162.56,4189.74,4175.9,4275.9,4576.92,4384.1,3958.43,3980.13,4191.34,3998.84,4120.98,4038.99,4089.5,4080.97,4003.92,4029.04,1
4315.38,4008.21,4264.1,4117.95,4342.05,4622.56,4071.79,4610.26,4205.13,4252.31,4213.33,4283.59,4614.87,4372.31,4078.68,4042.16,4111.38,3971.17,4084.34,4018.51,4123.3,4000.19,4110.68,4052.55,0
4282.05,3971.79,4245.13,4110.26,4323.59,4596.92,4066.15,4600,4194.87,4230.26,4184.1,4277.95,4609.74,4357.95,4164.88,4130.66,4099.78,3965.18,3981.69,4135.78,4001.09,4067.83,3971.52,4069.29,1
4305.13,4035.9,4250.77,4106.67,4345.13,4620,4103.59,4618.46,4210.77,4223.59,4211.28,4282.05,4613.85,4364.1,4022.06,3967.59,4173.43,4027.41,3971.54,4185.36,3958.11,4077.77,4160.45,4064.45,1
4307.18,4017.44,4246.67,4126.15,4363.59,4632.82,4075.9,4632.31,4233.85,4277.95,4234.36,4275.9,4652.31,4377.44,4149.35,4028.27,4174.72,4058.03,4036.52,4118.66,3960.8,4130.13,3987.25,3996.48,1
4298.46,4020,4261.03,4126.67,4331.79,4612.31,4084.1,4607.69,4193.85,4207.18,4177.44,4274.87,4570.26,4348.21,4187.58,3966.22,4063.89,4137.06,3950.86,3976.63,4088.26,3951.58,4035.02,4173.05,0
4279.49,3988.21,4247.18,4119.49,4320,4617.44,4054.87,4608.72,4180.51,4220.51,4193.33,4269.74,4593.85,4348.72,4066.84,4137.92,4114.35,4093.58,4099.1,4071.31,4072.61,4026.66,4144.26,4126.38,0
4300,3965.13,4251.28,4090.77,4331.28,4602.05,4093.33,4621.54,4212.31,4244.1,4235.9,4292.31,4658.46,4405.64,4087.86,4195.89,4100.3,4026.14,4196.38,4014.67,3962.23,4070.26,4012.73,4110.65,1
4406.15,4015.38,4276.41,4133.85,4360.51,4598.97,4073.85,4592.82,4196.92,4251.28,4246.15,4309.74,4676.41,4480.51,4168.98,4105.04,4038.91,4059.15,4185.03,4199.31,4185.81,4009.01,3998.99,4188.66,1
4400.51,4086.67,4293.33,4157.44,4332.31,4615.38,4073.85,4609.23,4205.13,4228.72,4206.67,4297.95,4609.23,4430.77,4073.41,4152.88,4157.14,4192.82,4165.11,4191.49,3988.23,4173.51,4040.31,4108.59,0
4288.21,4017.44,4264.1,4107.69,4329.23,4621.03,4087.18,4606.67,4198.97,4214.36,4186.15,4271.28,4574.36,4356.41,4057.07,4170.94,3975.64,4091.72,4062.75,4001.72,3993.31,4142.96,4057.17,4120.98,0
4328.72,3967.18,4260,4093.85,4331.79,4601.54,4096.41,4633.85,4228.72,4257.44,4249.23,4302.05,4680,4431.79,4155.35,4011.3,4137.3,4015.97,3957.23,4029.69,4062.9,4031.67,4052.09,4050.15,1
4285.13,3966.15,4233.85,4104.1,4322.05,4593.33,4069.74,4597.44,4178.97,4223.08,4182.05,4274.87,4604.1,4358.46,4128.45,4101.68,3956.15,3969.43,3984.21,4148.35,4178.27,3986.65,3976.76,4089.79,1
4345.64,4058.46,4289.74,4153.85,4343.59,4606.15,4058.46,4591.79,4181.03,4191.79,4166.15,4283.08,4555.9,4377.44,3989.99,4090.6,4091.22,4195.08,4159.91,4108.27,4167.95,3978.11,4184.07,4139.12,1
4289.23,4000.51,4278.97,4135.9,4328.21,4617.44,4061.03,4615.38,4194.87,4229.74,4196.92,4273.85,4603.59,4343.59,3951.01,4085.88,4097.34,4090.72,4187.39,4180.04,4096.61,3952.48,4004.21,4113.79,0
4435.38,4084.62,4297.95,4167.18,4318.46,4586.15,4056.92,4582.05,4172.31,4214.87,4178.97,4315.38,4662.05,4474.87,4138.73,3989.61,4144.34,4074.37,3994.35,3952.58,4071.47,4022.05,4041.58,4095.01,0
4301.03,3962.56,4243.08,4092.31,4335.38,4602.05,4074.36,4614.87,4203.08,4244.1,4198.97,4271.79,4594.36,4356.92,4080.21,4071.68,4035.43,4043.53,4197.71,4003.41,4018.14,3990.76,4141.86,4146.25,1
4284.1,3998.97,4248.21,4104.62,4336.92,4602.05,4064.62,4589.74,4177.95,4215.9,4187.69,4273.85,4617.44,4352.31,4038.85,4024.11,4147.82,4162.02,3999.18,4062.01,4085.42,3981.03,4125.6,3969.77,1
4296.92,4007.18,4249.74,4121.03,4325.64,4601.03,4069.74,4585.64,4177.95,4208.21,4143.08,4270.26,4598.46,4353.85,4088.62,3980.95,4067.79,4023.69,4086.1,4062.55,3950.36,4159.23,4121.29,3971.09,0
4272.31,3985.64,4252.82,4104.62,4327.18,4613.33,4082.56,4616.92,4204.1,4220.51,4189.74,4271.79,4574.87,4320,4086.08,4182.66,4141.36,3985.85,4043.37,3995.33,4046.03,4025.32,4109.41,4157.71,0
4272.31,3983.59,4256.92,4112.31,4326.67,4611.79,4058.97,4614.87,4185.64,4216.92,4190.26,4277.95,4566.15,4341.03,4143.75,4108.19,4078.9,4073.79,4058.43,4184.53,4163.93,3983.1,4186.66,4075.99,0
4280,3993.33,4260,4091.28,4342.05,4620.51,4077.95,4615.38,4200,4228.72,4209.23,4271.79,4599.49,4346.67,4023.99,4006.63,4044.78,4196.55,4185.76,3956.52,4152.63,3992.67,4176.67,4029.64,0
4273.33,3984.1,4248.21,4100,4341.03,4628.21,4083.08,4630.77,4201.54,4234.87,4207.69,4271.79,4595.38,4345.13,4055.42,4148.33,3970.85,3959.1,3993.39,4000.05,4021.89,4147.15,3972.42,3971.65,0
4296.41,3964.62,4230.26,4106.15,4328.72,4616.92,4077.95,4614.87,4201.03,4233.33,4182.05,4275.9,4611.79,4370.77,4133.3,4154.7,4157.31,4087.61,4194.93,4010.82,4184.19,4163.82,4005.16,4165.3,1
4293.33,4008.72,4251.28,4126.67,4325.64,4599.49,4061.03,4604.62,4196.92,4215.9,4192.82,4260,4584.62,4350.77,4072.16,4062.43,3975.52,3996.05,4179.94,4047.07,3956.77,4033.19,3995.91,4056.86,1
4320,4042.56,4266.67,4122.56,4346.67,4616.41,4109.23,4619.49,4223.08,4246.67,4225.64,4289.74,4627.18,4369.74,4046.59,4184.0,3985.73,4005.46,4079.19,4065.46,4166.34,4139.8,4157.64,3960.47,1
4328.21,3976.41,4264.62,4097.95,4335.9,4600,4090.77,4626.67,4219.49,4253.85,4252.82,4292.82,4682.56,4431.79,4054.14,4073.91,4151.41,4172.85,3953.63,4095.43,3990.07,3988.56,4100.45,4072.91,1
4278.46,4026.67,4268.21,4126.67,4333.85,4611.28,4042.56,4596.92,4176.92,4220,4190.77,4273.85,4611.79,4341.54,4140.9,4042.1,4070.86,3987.75,4021.96,3973.95,4051.23,3951.75,4042.41,3981.38,1
4277.95,4009.23,4245.13,4092.82,4345.13,4616.41,4102.56,4618.46,4212.82,4233.33,4211.28,4275.9,4605.13,4340.51,4080.83,4133.96,4099.74,4024.4,4022.66,4155.78,3966.32,4058.85,3999.46,4109.24,1
4288.21,4023.59,4263.59,4136.41,4344.1,4636.41,4070.77,4602.05,4192.31,4236.41,4195.38,4275.9,4603.08,4343.59,4195.82,4199.83,4027.62,4082.63,3973.46,3993.37,4110.28,4066.37,4093.85,4148.17,0
4263.59,3964.1,4243.08,4091.28,4327.69,4611.79,4063.59,4606.67,4195.38,4231.28,4195.38,4272.82,4604.1,4348.72,4157.56,4131.56,4148.78,3969.94,4196.97,4102.16,4121.29,4001.72,4178.06,3986.89,1
4300.51,3993.33,4263.59,4106.67,4331.79,4622.05,4079.49,4610.77,4203.08,4229.23,4202.56,4285.13,4597.44,4380.51,3992.67,4129.01,4061.12,3979.85,4087.79,4191.49,4173.82,4116.1,3953.69,3951.96,0
4306.67,4022.56,4267.69,4136.92,4340.51,4618.46,4093.85,4616.92,4208.21,4241.03,4205.13,4280.51,4601.03,4347.18,4172.02,3984.07,3995.45,4102.01,4062.06,4121.95,4065.88,4118.19,3987.51,4030.48,1
4288.21,3987.18,4259.49,4120,4320,4617.44,4057.44,4598.46,4177.95,4193.33,4172.82,4265.64,4574.36,4339.49,4142.58,4011.7,4038.46,4172.21,4029.65,4099.46,4033.97,4073.55,4101.15,4181.49,1
4286.67,3993.33,4249.23,4110.77,4322.05,4606.67,4073.33,4589.74,4181.54,4201.03,4132.31,4269.23,4577.44,4340.51,4160.22,4168.31,4081.86,4059.05,3990.54,4026.7,4140.93,4054.51,4147.52,3981.16,0
4353.85,4070.26,4282.05,4140.51,4360,4624.1,4109.74,4608.72,4206.67,4225.13,4206.67,4287.18,4615.9,4392.82,4194.8,4134.61,4030.97,4001.5,4094.77,4148.63,3950.05,4159.16,3978.48,4005.57,1
4242.56,3966.15,4235.9,4095.38,4332.31,4626.67,4094.87,4612.82,4200,4213.33,4193.33,4260,4574.87,4328.72,3957.12,4101.8,4192.59,4157.35,4151.2,4024.54,4148.4,4125.14,4121.71,4085.5,0
4299.49,3994.36,4264.62,4113.85,4332.82,4628.21,4082.56,4625.64,4212.31,4245.64,4210.26,4288.72,4596.92,4372.82,4174.19,4168.23,4135.58,4026.78,3992.21,3955.89,3979.29,4103.17,3970.3,4056.06,0
4310.77,3995.38,4275.38,4125.64,4332.31,4614.87,4061.03,4606.67,4192.82,4215.9,4189.23,4290.26,4603.59,4361.03,4019.21,4095.6,3958.75,4012.65,4116.29,4172.12,4003.5,4147.51,4081.35,4078.36,1
4277.95,4006.67,4262.56,4121.54,4322.56,4615.9,4069.23,4593.33,4177.95,4215.38,4183.59,4268.21,4580.51,4336.41,4142.79,4050.42,4026.66,4144.09,4121.1,4005.75,4163.35,4005.18,4079.95,4003.09,0
4317.95,4036.92,4266.67,4124.62,4347.69,4617.44,4103.59,4609.74,4207.18,4222.56,4209.74,4287.18,4622.05,4367.69,4036.29,4029.56,4075.96,3959.26,4194.38,4153.45,4119.78,4082.59,4156.51,4080.83,1
4278.97,4018.97,4258.97,4112.82,4334.36,4606.15,4043.08,4607.69,4190.77,4221.03,4193.33,4269.74,4611.79,4346.15,4195.81,4088.1,4085.99,4148.6,3966.3,4150.06,3973.2,3979.34,4090.69,4198.08,1
4284.62,4009.23,4260,4106.67,4325.13,4618.46,4088.21,4605.13,4191.79,4214.36,4183.59,4267.69,4574.87,4353.85,4062.14,4118.04,4017.86,4122.04,3974.84,3979.58,3961.04,4035.3,4000.17,4074.36,0
4318.97,4007.18,4247.69,4114.87,4322.05,4603.08,4064.1,4591.79,4176.41,4208.21,4190.26,4269.74,4592.82,4384.1,4037.85,4026.58,4004.76,4017.24,4179.54,4150.53,4119.84,4147.54,4129.4,4021.31,1
4340,4041.03,4270.26,4140,4329.23,4602.56,4060,4578.46,4155.38,4206.67,4145.64,4284.62,4604.62,4392.31,4170.24,4099.24,4081.1,4171.67,3993.83,4099.75,4051.77,3972.26,4059.86,3960.97,0
4319.49,4004.1,4266.15,4118.46,4336.92,4615.9,4071.28,4600,4195.9,4253.85,4211.28,4284.62,4612.31,4379.49,4046.24,3979.36,4071.08,3998.08,4024.43,3994.15,3987.78,4167.45,3957.9,4105.19,0
4290.26,4039.49,4264.62,4160,4344.1,4618.46,4058.46,4601.54,4195.9,4212.31,4176.92,4270.26,4557.44,4325.64,4001.64,4195.61,4114.2,3967.18,4022.52,4171.27,4073.28,4036.07,4098.89,4148.79,1
4297.44,3996.41,4266.67,4112.82,4338.97,4625.64,4086.67,4621.54,4214.36,4245.64,4205.64,4284.62,4601.03,4375.38,4192.84,4175.72,4080.79,4031.27,3975.73,4079.97,4179.7,3975.02,4031.51,4090.41,0
4297.95,4021.03,4273.85,4117.95,4330.77,4624.1,4086.67,4614.36,4207.69,4238.97,4206.15,4289.74,4603.08,4377.44,3971.27,4067.39,4191.68,4025.58,4028.16,3960.47,4022.93,4042.98,4068.62,4075.72,0
4311.79,4043.08,4277.44,4158.46,4348.72,4614.36,4074.36,4596.92,4185.64,4231.28,4197.44,4274.36,4601.54,4350.77,3974.55,4048.84,4145.05,4027.43,3981.14,4182.38,4195.26,4099.27,3955.54,4145.41,1
4315.9,4003.59,4257.44,4122.56,4341.54,4588.21,4088.21,4607.18,4188.21,4216.92,4200,4270.26,4621.54,4378.97,3975.27,4038.54,4038.35,4044.6,4045.39,4064.38,4059.58,3975.91,3984.6,4150.68,0
4289.74,3994.87,4266.67,4117.44,4329.74,4624.62,4069.23,4608.21,4203.08,4238.97,4207.69,4286.67,4624.1,4355.9,4164.3,3985.5,4185.28,4064.47,4059.08,4189.71,4067.48,4115.54,4080.78,3956.64,0
4301.54,4003.08,4236.41,4110.77,4327.69,4592.82,4076.92,4618.97,4195.38,4217.95,4207.18,4279.49,4602.56,4355.38,4077.17,4148.48,4088.84,4098.82,4120.87,4157.93,4041.71,4181.36,3992.78,4141.27,0
4283.59,4030.77,4267.18,4130.77,4342.05,4611.79,4038.97,4605.64,4190.77,4228.21,4202.05,4273.85,4618.97,4344.62,4066.16,4097.42,4007.13,3974.11,4131.14,4003.52,4000.14,4161.44,4037.19,4136.81,1
4292.82,4007.18,4250.26,4122.56,4331.79,4614.87,4073.85,4588.72,4189.74,4234.36,4192.31,4266.15,4590.26,4334.87,4108.08,4137.08,3994.52,4045.18,4118.37,3981.47,4161.41,4176.0,3956.19,3953.66,1
4420,4070.77,4295.38,4151.28,4346.15,4625.13,4082.05,4608.72,4199.49,4257.95,4239.49,4315.38,4671.28,4463.59,4124.32,3957.97,4173.5,4092.24,4006.29,4085.95,4007.1,4035.18,4024.9,4104.06,0
4289.74,4006.15,4245.13,4112.82,4331.28,4615.38,4070.77,4606.15,4195.38,4227.69,4187.18,4268.72,4598.97,4357.44,4035.6,4019.47,4065.21,4069.81,3994.95,4119.46,4125.91,4177.89,3959.44,4148.2,0
