@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4275.38, 3989.74, 4261.03, 4089.74, 4338.46, 4621.54, 4088.72, 4627.18, 4204.62, 4225.64, 4204.1, 4280.51, 4589.74, 4348.72, 0
4274.87, 3986.15, 4249.74, 4104.1, 4331.28, 4600, 4067.69, 4602.56, 4193.85, 4211.28, 4184.62, 4271.79, 4611.79, 4350.77, 1
4317.95, 4011.28, 4277.44, 4127.18, 4337.44, 4610.26, 4062.56, 4610.77, 4204.62, 4233.85, 4206.67, 4276.41, 4602.56, 4357.44, 1
4215.38, 4057.95, 4238.46, 4148.72, 4344.1, 4615.9, 4052.31, 4578.46, 4161.03, 4179.49, 4115.38, 4218.46, 4481.54, 4239.49, 0
4294.36, 3996.92, 4265.13, 4109.23, 4339.49, 4618.46, 4067.18, 4628.72, 4217.44, 4243.08, 4213.85, 4290.77, 4605.13, 4362.05, 0
4286.15, 3996.92, 4264.62, 4122.56, 4336.92, 4618.46, 4094.87, 4624.62, 4202.56, 4236.41, 4200.51, 4278.46, 4609.74, 4358.97, 1
4278.46, 4021.54, 4263.08, 4108.72, 4348.21, 4627.18, 4082.05, 4616.41, 4195.38, 4230.77, 4188.72, 4270.26, 4562.56, 4328.72, 0
4294.36, 3992.31, 4278.97, 4106.67, 4333.85, 4616.41, 4075.9, 4614.87, 4191.28, 4222.56, 4204.62, 4293.33, 4592.82, 4364.62, 0
4297.44, 3997.44, 4261.03, 4118.97, 4328.21, 4607.18, 4056.41, 4616.92, 4192.31, 4215.9, 4180.51, 4268.21, 4597.44, 4355.38, 1
4303.08, 3997.95, 4264.1, 4113.33, 4333.85, 4626.67, 4092.82, 4635.9, 4234.36, 4263.08, 4216.92, 4294.36, 4610.77, 4390.26, 0
4274.36, 3983.59, 4245.13, 4121.54, 4314.87, 4621.54, 4058.46, 4610.26, 4194.87, 4221.54, 4188.21, 4265.13, 4597.95, 4329.23, 0
4276.41, 4007.18, 4234.36, 4120, 4354.36, 4625.13, 4101.54, 4601.03, 4198.46, 4203.08, 4179.49, 4262.05, 4556.41, 4318.97, 0
4282.56, 3994.87, 4250.26, 4091.79, 4334.87, 4607.18, 4064.1, 4596.41, 4179.49, 4212.31, 4193.85, 4273.85, 4620, 4347.18, 1
4296.41, 4000.51, 4258.97, 4107.69, 4322.05, 4598.46, 4081.54, 4600.51, 4185.13, 4210.26, 4192.31, 4271.28, 4594.36, 4372.82, 1
4325.64, 4026.15, 4277.44, 4139.49, 4348.21, 4624.62, 4077.44, 4626.15, 4212.82, 4243.08, 4210.77, 4285.13, 4620.51, 4380, 1
4289.23, 4009.74, 4263.08, 4121.54, 4347.69, 4617.44, 4076.92, 4620.51, 4208.21, 4234.87, 4207.18, 4273.33, 4602.05, 4367.69, 1
4323.59, 4013.33, 4271.28, 4122.05, 4337.95, 4615.9, 4074.36, 4620, 4208.72, 4241.54, 4201.54, 4283.08, 4610.26, 4377.44, 1
4328.72, 4011.79, 4296.41, 4155.9, 4343.59, 4582.56, 4097.44, 4630.77, 4217.44, 4235.38, 4210.77, 4287.69, 4632.31, 4396.41, 0
4317.44, 3968.72, 4260.51, 4101.54, 4341.54, 4600.51, 4071.28, 4607.69, 4191.28, 4231.28, 4199.49, 4282.05, 4592.31, 4372.82, 1
4298.97, 3993.33, 4253.85, 4111.79, 4333.85, 4621.03, 4078.46, 4618.97, 4207.69, 4239.49, 4200, 4281.54, 4585.64, 4342.05, 1
4342.56, 4022.56, 4306.67, 4140, 4347.69, 4628.72, 4076.92, 4629.23, 4211.28, 4251.28, 4226.67, 4311.79, 4612.31, 4389.23, 1
4294.36, 4011.28, 4265.13, 4138.97, 4342.05, 4630.77, 4082.56, 4607.18, 4200.51, 4246.15, 4212.31, 4283.59, 4618.97, 4358.46, 1
4270.26, 3972.82, 4247.69, 4100.51, 4327.69, 4601.03, 4056.92, 4626.15, 4204.62, 4222.05, 4209.74, 4284.1, 4591.79, 4347.69, 1
4295.9, 4005.64, 4263.59, 4118.46, 4346.67, 4620, 4061.03, 4623.59, 4209.74, 4240.51, 4180.51, 4275.38, 4605.13, 4353.33, 1
4342.56, 4045.13, 4267.69, 4151.79, 4336.41, 4609.74, 4055.9, 4591.28, 4186.15, 4215.38, 4198.46, 4282.56, 4611.28, 4394.87, 1
4286.15, 3996.92, 4266.15, 4117.44, 4332.82, 4614.87, 4067.18, 4615.38, 4197.44, 4235.38, 4209.23, 4285.64, 4592.82, 4366.15, 0
4264.62, 4022.05, 4247.18, 4153.33, 4344.1, 4610.77, 4057.95, 4592.82, 4181.54, 4202.56, 4156.41, 4253.33, 4547.69, 4301.03, 1
4301.03, 4016.41, 4256.41, 4131.79, 4337.44, 4617.44, 4083.08, 4604.1, 4207.18, 4256.41, 4206.67, 4269.74, 4608.21, 4337.44, 1
4301.03, 4005.64, 4262.05, 4098.97, 4337.95, 4616.92, 4062.56, 4618.46, 4206.67, 4220, 4204.1, 4270.26, 4608.72, 4351.28, 1
4316.92, 4011.28, 4267.18, 4123.08, 4338.97, 4600, 4048.21, 4602.05, 4177.95, 4223.59, 4184.62, 4270.77, 4601.54, 4367.69, 1
4217.95, 4064.62, 4243.08, 4140, 4339.49, 4622.05, 4072.82, 4607.18, 4177.44, 4199.49, 4130.77, 4233.33, 4480.51, 4232.31, 0
4277.44, 3988.72, 4245.64, 4112.31, 4324.1, 4617.44, 4055.38, 4602.05, 4190.77, 4230.26, 4202.56, 4269.23, 4615.9, 4348.21, 0
4293.85, 3986.67, 4255.9, 4108.72, 4330.77, 4627.18, 4075.38, 4626.67, 4207.18, 4244.1, 4225.13, 4292.82, 4628.21, 4366.67, 0
4327.69, 4014.36, 4289.23, 4135.38, 4340, 4618.46, 4058.46, 4608.21, 4200.51, 4231.28, 4209.74, 4283.08, 4603.08, 4359.49, 1
4287.18, 4003.59, 4258.46, 4104.62, 4333.33, 4605.64, 4050.26, 4609.74, 4189.74, 4218.97, 4193.85, 4268.72, 4590.77, 4342.56, 1
4295.38, 3996.41, 4276.41, 4101.54, 4338.97, 4619.49, 4088.21, 4624.62, 4206.15, 4238.97, 4211.28, 4297.95, 4603.08, 4353.85, 0
4276.41, 3961.54, 4242.56, 4103.59, 4323.08, 4605.64, 4041.54, 4604.1, 4196.41, 4212.82, 4184.1, 4262.56, 4602.05, 4328.72, 1
4299.49, 3997.95, 4264.62, 4104.62, 4341.03, 4617.95, 4088.21, 4617.95, 4203.59, 4218.97, 4191.28, 4298.97, 4626.15, 4368.21, 1
4305.13, 4020.51, 4254.36, 4121.03, 4333.85, 4594.36, 4088.21, 4606.15, 4181.03, 4221.54, 4175.38, 4268.21, 4596.41, 4355.38, 0
4313.33, 4007.18, 4248.72, 4110.77, 4321.03, 4596.41, 4063.08, 4593.85, 4185.13, 4216.92, 4191.28, 4268.21, 4602.05, 4374.87, 1
4297.44, 4005.64, 4265.64, 4106.67, 4335.38, 4613.33, 4051.79, 4603.08, 4184.62, 4226.15, 4195.9, 4271.79, 4599.49, 4344.1, 1
4366.67, 4010.77, 4278.46, 4120, 4312.82, 4600.51, 4050.26, 4603.08, 4189.23, 4226.67, 4223.08, 4298.97, 4641.54, 4436.92, 1
4288.21, 4020, 4265.13, 4109.23, 4352.31, 4634.87, 4114.36, 4630.26, 4225.64, 4240.51, 4219.49, 4294.87, 4624.62, 4350.26, 1
4437.44, 4099.49, 4293.33, 4173.33, 4335.38, 4614.87, 4068.21, 4585.64, 4171.79, 4224.62, 4215.38, 4313.85, 4633.85, 4481.54, 0
4306.15, 4017.44, 4281.03, 4117.44, 4348.21, 4618.46, 4077.95, 4619.49, 4212.31, 4243.59, 4220.51, 4288.72, 4615.38, 4375.9, 0
4285.13, 3989.74, 4249.74, 4107.18, 4340, 4628.21, 4073.33, 4646.15, 4218.46, 4238.46, 4204.62, 4272.82, 4583.59, 4354.36, 0
4312.31, 4018.97, 4262.05, 4121.03, 4340, 4634.36, 4081.54, 4615.38, 4215.38, 4246.15, 4204.1, 4293.33, 4604.1, 4387.69, 0
4270.77, 3988.21, 4241.54, 4105.64, 4335.38, 4602.05, 4048.21, 4628.21, 4222.56, 4242.05, 4209.23, 4273.33, 4605.64, 4345.64, 1
4276.92, 3987.18, 4247.69, 4114.36, 4322.56, 4596.41, 4048.21, 4600.51, 4189.23, 4210.26, 4176.41, 4258.46, 4582.56, 4337.95, 1
4295.9, 4005.13, 4262.56, 4110.26, 4339.49, 4611.28, 4052.31, 4602.56, 4192.82, 4219.49, 4194.36, 4271.28, 4593.85, 4345.64, 1
4265.13, 3974.87, 4252.82, 4103.59, 4333.85, 4613.85, 4072.82, 4608.21, 4190.26, 4219.49, 4193.33, 4273.33, 4594.87, 4338.46, 1
4309.74, 4005.13, 4262.05, 4107.69, 4336.41, 4617.44, 4056.92, 4609.74, 4202.56, 4225.64, 4203.08, 4270.77, 4607.18, 4364.62, 1
4312.82, 4024.1, 4273.33, 4118.97, 4341.54, 4616.92, 4110.26, 4621.54, 4223.08, 4240.51, 4212.82, 4293.85, 4621.54, 4362.56, 1
4278.97, 4013.85, 4262.05, 4133.85, 4330.77, 4624.1, 4068.21, 4594.87, 4177.95, 4212.31, 4178.46, 4262.05, 4579.49, 4328.72, 0
4268.21, 4002.56, 4232.82, 4085.13, 4336.41, 4622.56, 4107.18, 4629.23, 4221.03, 4230.77, 4189.74, 4277.44, 4617.95, 4331.28, 1
4298.46, 4010.77, 4254.87, 4125.13, 4339.49, 4615.9, 4066.15, 4602.05, 4206.15, 4249.74, 4208.72, 4280, 4610.26, 4357.95, 1
4331.28, 4022.05, 4264.1, 4135.9, 4320.51, 4600.51, 4070.77, 4593.33, 4184.62, 4221.03, 4191.79, 4282.56, 4608.21, 4395.38, 1
4354.87, 3980, 4266.67, 4096.41, 4329.23, 4595.9, 4083.08, 4614.36, 4212.82, 4248.21, 4255.38, 4304.62, 4698.46, 4446.15, 1
4313.33, 3997.44, 4264.1, 4128.72, 4340.51, 4616.92, 4083.59, 4600, 4210.77, 4237.95, 4207.18, 4288.72, 4603.59, 4352.82, 0
4322.05, 4012.82, 4263.08, 4132.82, 4322.05, 4600.51, 4068.72, 4600, 4190.77, 4225.64, 4195.9, 4285.13, 4608.21, 4390.77, 1
4290.26, 3931.28, 4236.92, 4074.87, 4328.72, 4615.38, 4095.38, 4638.97, 4230.26, 4247.18, 4243.08, 4300, 4665.13, 4376.41, 1
4269.23, 4005.13, 4246.15, 4120.51, 4335.9, 4615.9, 4064.62, 4581.03, 4175.9, 4224.1, 4181.03, 4254.87, 4585.64, 4327.18, 0
4300.51, 4006.15, 4277.44, 4107.18, 4343.59, 4625.64, 4076.92, 4611.79, 4202.56, 4244.62, 4217.95, 4288.72, 4610.26, 4367.69, 0
4267.18, 3974.87, 4251.79, 4108.21, 4334.36, 4602.05, 4046.15, 4622.56, 4207.69, 4218.46, 4207.18, 4280.51, 4584.62, 4341.54, 1
4404.62, 4041.54, 4290.77, 4132.31, 4320.51, 4602.56, 4060, 4613.33, 4200.51, 4241.54, 4242.56, 4316.41, 4674.87, 4470.26, 1
4332.31, 3982.56, 4264.62, 4106.67, 4346.67, 4632.31, 4089.23, 4609.74, 4196.92, 4250.26, 4213.33, 4287.18, 4622.56, 4387.69, 1
4283.59, 3991.28, 4251.79, 4121.03, 4324.1, 4621.03, 4058.46, 4613.33, 4201.54, 4234.87, 4203.08, 4272.82, 4615.38, 4352.31, 0
4262.56, 4004.62, 4231.28, 4118.46, 4347.69, 4619.49, 4100.51, 4588.21, 4195.38, 4202.05, 4171.79, 4254.36, 4555.9, 4313.33, 0
4312.82, 4015.38, 4277.44, 4125.13, 4333.33, 4621.54, 4067.18, 4624.62, 4209.23, 4237.95, 4208.21, 4287.18, 4625.13, 4382.05, 1
4296.41, 3996.41, 4246.67, 4097.95, 4329.74, 4615.9, 4050.77, 4599.49, 4179.49, 4207.69, 4192.31, 4260, 4595.9, 4344.1, 1
4276.92, 3986.67, 4262.56, 4110.26, 4331.79, 4618.46, 4091.28, 4613.33, 4206.15, 4222.56, 4195.38, 4278.97, 4590.26, 4346.15, 0
4292.82, 4022.05, 4271.28, 4141.03, 4325.64, 4616.41, 4071.79, 4603.59, 4191.79, 4228.72, 4189.23, 4278.97, 4594.87, 4352.82, 0
4269.74, 3964.62, 4235.9, 4090.77, 4333.85, 4605.13, 4065.13, 4590.26, 4174.87, 4215.9, 4192.82, 4260.51, 4601.03, 4335.9, 1
4290.26, 3997.44, 4253.85, 4121.54, 4334.87, 4617.95, 4074.87, 4591.79, 4189.74, 4224.62, 4189.23, 4274.36, 4590.77, 4363.59, 0
4315.38, 4002.05, 4263.59, 4122.05, 4326.15, 4614.87, 4057.95, 4631.79, 4211.79, 4223.59, 4193.33, 4271.28, 4577.95, 4362.56, 1
4263.59, 3986.15, 4248.72, 4086.15, 4328.21, 4600.51, 4051.28, 4588.72, 4172.31, 4211.28, 4192.31, 4267.18, 4607.69, 4326.15, 1
4220.51, 3973.33, 4229.74, 4106.15, 4326.15, 4613.85, 4069.74, 4603.08, 4190.77, 4208.72, 4169.74, 4254.36, 4548.21, 4298.97, 0
4291.79, 3995.9, 4261.03, 4122.05, 4331.79, 4621.54, 4078.97, 4609.23, 4191.79, 4228.21, 4192.82, 4287.69, 4591.28, 4368.21, 0
4291.28, 3990.26, 4263.08, 4119.49, 4327.18, 4616.41, 4075.9, 4613.85, 4212.31, 4234.87, 4194.87, 4281.54, 4604.1, 4358.97, 0
4253.85, 4003.59, 4247.69, 4132.82, 4346.67, 4630.77, 4104.62, 4606.15, 4200, 4205.64, 4169.23, 4264.62, 4543.59, 4292.82, 0
4321.54, 4007.69, 4260, 4132.31, 4340, 4585.64, 4087.18, 4630.26, 4230.26, 4242.56, 4208.72, 4270.26, 4627.69, 4378.97, 0
4285.64, 4000.51, 4256.92, 4107.69, 4329.23, 4608.72, 4051.28, 4614.36, 4187.18, 4224.62, 4194.87, 4269.74, 4588.21, 4342.05, 1
4300.51, 3963.59, 4240, 4093.33, 4332.82, 4601.03, 4074.36, 4610.77, 4203.08, 4245.13, 4202.56, 4269.74, 4595.38, 4355.38, 1
4295.9, 4008.72, 4252.82, 4128.21, 4337.44, 4620, 4070.26, 4601.54, 4206.15, 4248.21, 4201.54, 4275.9, 4601.54, 4355.38, 1
4269.23, 3977.95, 4252.31, 4111.28, 4329.23, 4616.92, 4085.13, 4614.87, 4196.92, 4223.08, 4188.21, 4267.69, 4580.51, 4324.62, 0
4301.03, 4007.69, 4274.87, 4107.18, 4349.74, 4631.28, 4075.9, 4618.46, 4210.26, 4245.13, 4212.31, 4283.59, 4608.72, 4360.51, 0
4288.72, 3994.87, 4248.21, 4118.46, 4336.41, 4621.54, 4077.44, 4601.54, 4201.03, 4231.79, 4196.92, 4281.03, 4595.38, 4367.69, 0
4319.49, 4041.54, 4261.03, 4121.54, 4352.31, 4628.72, 4114.87, 4616.92, 4210.77, 4233.85, 4227.69, 4288.72, 4625.64, 4367.18, 1
4377.95, 4005.13, 4258.97, 4122.56, 4354.87, 4606.15, 4068.72, 4584.62, 4177.44, 4232.31, 4213.85, 4288.72, 4628.72, 4426.15, 1
4298.46, 4000, 4280, 4105.64, 4344.1, 4622.05, 4084.1, 4621.03, 4196.92, 4238.97, 4209.74, 4298.46, 4605.64, 4365.13, 0
4262.56, 3969.74, 4244.1, 4094.36, 4332.82, 4614.36, 4068.21, 4605.64, 4187.18, 4227.69, 4195.38, 4262.56, 4598.46, 4338.46, 1
4308.21, 3997.95, 4264.1, 4105.64, 4329.23, 4612.82, 4070.77, 4628.21, 4204.1, 4235.9, 4201.54, 4279.49, 4596.92, 4362.05, 1
4302.56, 3997.44, 4277.44, 4111.28, 4336.41, 4618.46, 4081.54, 4613.85, 4202.05, 4244.62, 4204.62, 4291.79, 4597.95, 4376.41, 0
4365.64, 4058.46, 4274.87, 4121.03, 4336.41, 4621.03, 4072.82, 4598.46, 4180.51, 4223.59, 4208.72, 4287.18, 4612.31, 4395.9, 0
4374.87, 4063.59, 4281.03, 4154.36, 4335.38, 4614.87, 4066.67, 4607.18, 4197.95, 4231.28, 4220.51, 4297.95, 4624.1, 4409.23, 0
4276.92, 3940, 4247.69, 4088.72, 4331.79, 4616.41, 4106.15, 4646.67, 4243.59, 4251.28, 4239.49, 4303.08, 4654.36, 4365.13, 1
4276.41, 3995.9, 4251.79, 4118.97, 4324.62, 4616.92, 4046.67, 4606.67, 4188.72, 4210.77, 4176.92, 4258.46, 4595.38, 4330.26, 1
4455.9, 4133.33, 4306.15, 4168.72, 4322.56, 4585.64, 4067.18, 4587.18, 4169.74, 4201.03, 4216.41, 4310.77, 4653.85, 4490.77, 0
4283.59, 4029.23, 4268.21, 4131.28, 4354.87, 4623.59, 4069.23, 4618.97, 4206.67, 4237.44, 4196.41, 4285.64, 4572.31, 4353.85, 0
4306.15, 4029.23, 4265.64, 4136.92, 4336.92, 4619.49, 4094.87, 4606.67, 4199.49, 4224.62, 4202.56, 4291.28, 4592.31, 4357.95, 0
4242.05, 4008.21, 4249.23, 4144.1, 4336.92, 4618.46, 4064.1, 4590.77, 4177.95, 4191.79, 4144.62, 4249.74, 4533.33, 4286.15, 1
4301.03, 4018.46, 4259.49, 4126.15, 4347.18, 4577.44, 4083.59, 4605.13, 4187.18, 4224.62, 4197.44, 4281.54, 4594.87, 4353.85, 0
4330.26, 4025.13, 4265.13, 4140, 4318.46, 4623.08, 4057.95, 4612.82, 4207.69, 4241.03, 4228.72, 4294.87, 4653.85, 4386.15, 0
4347.69, 4028.21, 4269.74, 4140, 4323.59, 4616.41, 4050.26, 4605.13, 4190.26, 4225.64, 4213.33, 4289.23, 4626.15, 4404.1, 0
4287.69, 3998.46, 4237.44, 4107.18, 4324.1, 4600.51, 4058.46, 4595.38, 4176.92, 4203.08, 4169.23, 4249.74, 4572.82, 4334.87, 1
4331.28, 4051.79, 4267.69, 4115.38, 4344.1, 4633.33, 4117.95, 4630.77, 4225.64, 4250.26, 4233.33, 4300, 4638.46, 4386.67, 1
4312.82, 4044.1, 4264.1, 4122.56, 4353.85, 4635.38, 4111.79, 4637.44, 4229.23, 4241.03, 4225.64, 4288.21, 4624.62, 4373.85, 1
4220, 3974.36, 4234.36, 4109.23, 4341.03, 4613.85, 4077.95, 4600.51, 4186.67, 4216.41, 4170.26, 4248.21, 4547.69, 4285.13, 0
4304.62, 4007.18, 4262.56, 4124.1, 4341.54, 4585.64, 4098.97, 4600.51, 4188.21, 4218.97, 4198.46, 4285.13, 4598.97, 4364.62, 0
4212.31, 3972.31, 4229.23, 4108.21, 4338.97, 4621.03, 4076.41, 4611.28, 4203.08, 4217.95, 4175.38, 4244.62, 4543.08, 4274.87, 1
4320.51, 3965.64, 4257.44, 4102.56, 4336.41, 4598.46, 4068.21, 4605.64, 4194.36, 4232.82, 4204.1, 4285.64, 4602.56, 4377.44, 1
4354.36, 4057.95, 4281.54, 4138.46, 4343.59, 4612.82, 4077.44, 4604.62, 4196.41, 4224.1, 4220, 4283.59, 4614.36, 4415.38, 1
4281.54, 4000, 4246.67, 4094.87, 4342.56, 4614.87, 4058.97, 4612.31, 4195.9, 4229.23, 4204.62, 4278.97, 4630.77, 4356.41, 1
4303.08, 3969.74, 4249.23, 4089.23, 4329.23, 4599.49, 4094.87, 4615.38, 4209.74, 4244.62, 4240.51, 4287.18, 4663.08, 4405.64, 1
4334.36, 3982.05, 4269.74, 4135.38, 4325.64, 4609.74, 4073.85, 4607.69, 4190.77, 4227.69, 4183.08, 4290.77, 4637.95, 4408.72, 1
4295.9, 4008.21, 4260, 4120, 4343.59, 4586.67, 4091.79, 4617.95, 4201.54, 4233.85, 4198.46, 4281.54, 4596.41, 4343.08, 0
4409.23, 4054.36, 4293.85, 4137.95, 4330.77, 4604.62, 4056.41, 4608.72, 4204.62, 4248.21, 4248.21, 4317.44, 4678.46, 4478.97, 1
4332.82, 4047.69, 4287.69, 4151.28, 4333.33, 4609.23, 4063.08, 4601.54, 4184.1, 4188.72, 4165.64, 4281.03, 4545.13, 4362.56, 1
4295.38, 4015.9, 4274.87, 4124.62, 4348.72, 4616.41, 4084.1, 4623.59, 4205.13, 4238.97, 4215.9, 4287.18, 4610.77, 4379.49, 1
4326.15, 4044.1, 4282.56, 4123.59, 4344.1, 4618.97, 4103.08, 4616.92, 4208.21, 4231.28, 4222.56, 4304.1, 4626.67, 4380, 1
4290.77, 4007.18, 4266.15, 4114.87, 4343.08, 4626.67, 4060, 4624.62, 4212.31, 4244.62, 4211.79, 4286.15, 4623.08, 4362.56, 0
4233.33, 4026.67, 4245.64, 4137.44, 4351.28, 4619.49, 4058.97, 4605.13, 4185.13, 4179.49, 4132.82, 4244.1, 4481.54, 4263.08, 0
4310.26, 4020, 4265.13, 4136.41, 4338.46, 4608.21, 4057.95, 4592.82, 4186.67, 4207.18, 4191.28, 4273.33, 4595.38, 4375.38, 1
4288.72, 4007.69, 4243.59, 4120, 4345.64, 4577.44, 4093.85, 4598.46, 4179.49, 4216.92, 4190.77, 4269.74, 4585.64, 4338.97, 0
4298.46, 4017.44, 4267.18, 4120.51, 4329.23, 4613.85, 4081.54, 4598.97, 4194.87, 4227.69, 4176.41, 4278.97, 4592.31, 4357.95, 0
4284.1, 4008.21, 4263.59, 4121.54, 4327.18, 4605.13, 4044.62, 4593.33, 4176.41, 4210.26, 4195.9, 4274.36, 4611.28, 4347.69, 1
4308.21, 4021.03, 4281.54, 4120.51, 4349.74, 4630.26, 4080.51, 4630.77, 4225.64, 4258.97, 4225.13, 4293.33, 4620.51, 4367.69, 0
4450.77, 4045.13, 4289.74, 4124.1, 4319.49, 4586.15, 4067.69, 4614.87, 4206.15, 4255.9, 4290.77, 4348.21, 4774.87, 4537.44, 0
7222.05, 3797.95, 1040, 3733.85, 6040.51, 362564, 6350.26, 5361.54, 1357.95, 6215.38, 3273.33, 3091.28, 276.41, 715897, 0
4215.38, 3967.69, 4214.36, 4094.36, 4331.79, 4614.87, 4074.36, 4610.77, 4204.62, 4214.36, 4171.28, 4241.54, 4547.69, 4290.77, 0
4255.9, 3998.97, 4230.77, 4118.46, 4342.56, 4615.9, 4098.46, 4581.54, 4183.08, 4191.79, 4170.77, 4256.92, 4546.15, 4302.56, 0
4387.69, 3993.33, 4300, 4133.85, 4350.26, 4621.03, 4079.49, 4601.03, 4192.82, 4255.38, 4230.77, 4316.92, 4663.08, 4445.64, 1
4272.82, 4014.36, 4252.82, 4111.28, 4334.36, 4608.21, 4046.15, 4605.64, 4189.23, 4217.95, 4189.74, 4261.54, 4609.23, 4335.38, 1
4352.31, 3987.69, 4280, 4137.44, 4327.69, 4612.31, 4073.33, 4605.13, 4196.92, 4233.85, 4192.82, 4305.64, 4647.69, 4425.64, 1
4280, 4005.13, 4255.38, 4106.67, 4331.79, 4607.18, 4049.23, 4597.44, 4179.49, 4215.38, 4185.13, 4264.1, 4600.51, 4334.36, 1
4289.74, 4013.85, 4264.1, 4137.44, 4325.64, 4615.9, 4065.13, 4594.36, 4177.95, 4208.21, 4179.49, 4268.72, 4582.05, 4338.46, 0
4309.74, 4005.13, 4263.59, 4127.69, 4348.21, 4621.54, 4077.95, 4610.26, 4215.9, 4242.56, 4215.38, 4292.82, 4620.51, 4367.69, 0
4290.77, 4030.77, 4270.77, 4135.38, 4343.59, 4623.59, 4046.15, 4601.54, 4193.33, 4227.18, 4204.62, 4281.03, 4629.74, 4346.67, 1
4256.92, 3970.77, 4261.54, 4105.13, 4338.46, 4637.95, 4102.05, 4637.44, 4217.95, 4231.79, 4196.41, 4282.05, 4591.79, 4343.08, 0
4263.08, 3978.46, 4239.49, 4097.44, 4335.9, 4609.74, 4074.36, 4602.56, 4187.18, 4222.05, 4189.23, 4260, 4604.1, 4341.03, 1
4281.54, 4006.15, 4260.51, 4128.21, 4331.79, 4623.08, 4068.21, 4600.51, 4193.33, 4224.62, 4184.1, 4271.79, 4587.69, 4331.79, 0
4289.23, 4001.54, 4261.54, 4120, 4327.69, 4610.26, 4060, 4629.74, 4205.64, 4229.74, 4196.41, 4286.67, 4602.56, 4363.08, 0
4269.74, 3955.9, 4257.95, 4093.33, 4326.67, 4615.38, 4077.44, 4635.9, 4211.79, 4226.67, 4196.92, 4275.38, 4586.67, 4335.38, 0
4277.44, 4000, 4260.51, 4113.85, 4343.59, 4613.85, 4065.64, 4591.79, 4178.46, 4210.77, 4182.05, 4271.79, 4612.31, 4349.23, 1
4312.31, 3962.05, 4262.56, 4108.21, 4339.49, 4621.54, 4103.59, 4637.95, 4221.54, 4243.08, 4234.87, 4312.82, 4655.38, 4392.82, 1
4326.67, 4027.18, 4265.64, 4113.85, 4340, 4616.41, 4063.08, 4590.77, 4192.31, 4238.97, 4204.62, 4290.77, 4607.69, 4377.95, 0
4277.95, 3993.85, 4238.46, 4106.15, 4327.69, 4606.67, 4048.21, 4592.82, 4175.9, 4208.21, 4178.97, 4257.95, 4604.62, 4329.74, 1
4330.77, 4024.62, 4275.9, 4120, 4344.62, 4627.18, 4070.77, 4601.54, 4196.41, 4240.51, 4209.74, 4292.82, 4621.54, 4386.15, 0
4271.28, 4005.64, 4236.41, 4085.64, 4343.08, 4620.51, 4105.64, 4626.67, 4216.41, 4227.18, 4190.77, 4274.87, 4617.44, 4333.85, 1
4276.41, 4013.33, 4262.56, 4096.92, 4341.54, 4617.44, 4101.03, 4614.36, 4199.49, 4224.1, 4207.69, 4287.69, 4612.82, 4341.54, 1
4290.77, 4029.23, 4248.21, 4132.31, 4346.67, 4618.97, 4085.64, 4573.85, 4176.92, 4211.28, 4192.82, 4269.23, 4585.64, 4341.03, 0
4342.05, 4074.36, 4284.1, 4152.82, 4349.23, 4627.18, 4112.82, 4611.28, 4214.87, 4233.33, 4197.44, 4290.77, 4587.18, 4385.13, 1
4302.05, 3986.15, 4268.72, 4135.9, 4335.9, 4617.95, 4084.1, 4600.51, 4203.08, 4224.1, 4196.92, 4286.15, 4609.23, 4362.56, 0
4265.64, 3989.74, 4242.56, 4121.03, 4323.08, 4615.38, 4041.03, 4599.49, 4196.41, 4219.49, 4192.31, 4262.56, 4610.77, 4327.18, 1
4281.54, 3964.62, 4230.77, 4101.54, 4320.51, 4594.87, 4063.08, 4598.46, 4193.85, 4227.18, 4190.26, 4281.54, 4617.44, 4364.1, 1
4312.31, 4003.59, 4259.49, 4117.44, 4342.56, 4570.77, 4085.13, 4591.79, 4178.97, 4215.9, 4195.9, 4284.62, 4594.87, 4357.44, 0
4277.95, 3986.67, 4257.95, 4105.64, 4325.64, 4614.87, 4056.41, 4615.38, 4197.95, 4211.79, 4190.77, 4274.87, 4604.62, 4350.26, 0
4305.13, 3982.56, 4273.33, 4107.18, 4320, 4618.46, 4069.74, 4622.56, 4205.13, 4244.1, 4208.72, 4296.41, 4601.54, 4370.26, 0
4288.21, 4028.72, 4276.92, 4138.46, 4344.1, 4632.31, 4086.67, 4616.41, 4193.33, 4202.05, 4172.82, 4271.28, 4539.49, 4333.85, 1
4289.74, 4004.62, 4261.54, 4107.18, 4334.87, 4613.85, 4057.44, 4612.82, 4204.1, 4232.31, 4207.69, 4281.03, 4611.28, 4357.95, 0
