@Relation EEGDataTesting_84

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE Feature75 NUMERIC
@ATTRIBUTE Feature76 NUMERIC
@ATTRIBUTE Feature77 NUMERIC
@ATTRIBUTE Feature78 NUMERIC
@ATTRIBUTE Feature79 NUMERIC
@ATTRIBUTE Feature80 NUMERIC
@ATTRIBUTE Feature81 NUMERIC
@ATTRIBUTE Feature82 NUMERIC
@ATTRIBUTE Feature83 NUMERIC
@ATTRIBUTE Feature84 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4405.13,4038.46,4276.92,4119.49,4321.54,4606.15,4057.95,4615.38,4200.51,4244.62,4247.18,4308.21,4680,4482.05,4052.7,4165.14,4061.08,4057.85,4003.66,4160.95,4150.45,4088.22,4030.01,4156.81,4117.59,4170.14,4058.52,4079.29,3995.93,3975.72,3996.89,4188.95,3972.23,4034.9,3953.96,4120.9,4092.61,4075.64,4176.67,4197.9,4088.88,4060.14,4065.32,4131.31,4023.85,4133.43,3975.18,4184.85,3984.41,4187.24,4118.52,4158.49,4013.3,4197.81,4048.41,4041.3,4190.85,4172.42,4165.2,4032.3,4194.9,4067.76,3984.09,4036.71,4053.1,3984.0,4068.39,4083.99,4143.44,4025.23,4176.08,4130.1,4003.01,4117.22,4090.15,3990.9,3993.35,4108.31,4109.82,4150.24,4055.34,4175.4,4027.49,3968.26,1
4283.08,4003.08,4247.69,4110.26,4336.92,4616.92,4083.08,4626.15,4211.79,4229.23,4197.44,4266.67,4594.87,4355.9,4011.95,3983.75,4138.94,4011.09,4063.23,4069.69,4185.69,3969.78,4182.18,3966.51,4082.08,4113.17,4066.55,4127.31,4168.61,4041.14,4161.02,3982.78,4081.72,4032.11,4061.13,4055.92,4127.65,4173.59,4006.81,3997.23,3983.6,4126.18,4029.29,4189.94,3966.69,4153.35,4113.46,4186.36,4039.91,4075.41,4161.61,4080.6,3987.29,4109.31,4085.03,3950.88,4186.96,4017.06,3990.68,4156.59,4061.09,4005.48,4073.56,4066.04,4021.57,4074.27,4042.21,4196.14,3995.81,3951.91,3992.84,4146.03,4080.54,4084.63,3951.32,3969.46,4074.23,3993.62,3959.18,4048.02,4076.57,4021.07,4157.82,4167.66,1
4247.69,3963.08,4230.77,4103.08,4327.69,4606.15,4038.97,4612.82,4192.31,4221.54,4175.38,4254.36,4556.92,4314.36,4125.99,4149.82,4061.73,4050.04,4006.15,4099.12,4170.89,4110.1,3992.62,4102.2,4183.4,3973.36,4092.01,4122.03,4179.95,4087.13,4039.01,4062.24,4011.55,4003.22,4059.94,3993.71,3994.87,4098.17,4093.53,4146.43,4154.98,4052.55,4104.32,4170.13,4069.0,4134.57,4090.8,3961.76,3957.19,4143.6,4132.09,4146.2,4134.24,4196.87,4003.61,4180.97,4143.07,4019.23,3967.92,3951.16,4134.36,4149.57,4054.91,4041.45,4081.62,4057.72,4026.39,4180.68,4140.47,3984.85,3977.93,4108.35,4123.45,4089.99,4097.37,4121.86,4083.69,4045.44,4154.64,4169.3,4147.67,3996.29,4022.94,4023.24,1
4313.33,4007.18,4254.36,4115.38,4327.18,4600.51,4058.46,4602.56,4197.44,4228.21,4198.97,4283.59,4610.26,4385.13,3989.51,4172.35,4057.47,4161.02,4193.57,4160.08,4041.46,4153.6,4141.89,4186.01,4049.55,4044.14,4187.55,4084.62,4163.17,4116.58,4106.19,3981.94,4057.64,4191.48,4096.05,4182.04,4056.23,4153.22,4037.3,4139.69,4091.09,3975.77,4014.02,4052.18,4196.51,3953.18,4067.28,4185.32,4110.61,4142.06,4154.44,4060.0,4197.75,4110.87,4185.97,4185.55,4144.92,4097.65,4182.59,4179.76,4132.49,4188.28,4075.76,4170.4,4187.74,4092.8,3965.5,4127.12,4147.2,4123.83,4035.2,4088.14,4055.71,4189.95,4030.48,4036.99,4065.75,4156.72,4124.25,4080.56,4053.64,3979.86,3969.59,4115.91,1
4289.23,3987.69,4262.56,4107.18,4340.51,4623.59,4071.79,4622.56,4199.49,4228.72,4207.18,4285.13,4595.38,4354.87,4027.52,4079.24,4191.77,4099.13,4105.79,4189.01,4074.31,4136.58,4105.16,4137.8,4152.58,4102.37,4135.28,3991.67,4156.94,4023.23,4093.47,4044.27,4065.09,4150.02,3967.95,4054.84,4073.0,3985.61,4056.39,4015.05,3987.91,3958.08,4181.44,4048.18,4162.99,3992.99,3998.14,4122.12,4132.72,3968.18,4030.83,4048.18,4162.09,4163.19,4005.78,4195.45,3954.37,4080.51,4039.01,4112.82,4071.77,4167.0,4151.09,4127.19,4177.93,3998.45,4179.82,4096.21,4176.02,4023.98,4143.78,4190.41,4144.96,4002.83,3980.48,4108.92,4056.15,4051.21,4063.99,3986.73,4124.61,4109.57,4171.33,4027.82,0
4302.56,4003.59,4280.51,4105.13,4343.59,4629.74,4093.33,4630.77,4216.92,4254.36,4224.62,4300.51,4612.31,4382.56,3953.64,3975.94,4110.72,4158.04,4142.82,3952.14,4126.73,4127.45,4065.82,4168.82,4004.32,4066.2,4152.45,4117.14,4139.75,4090.82,3992.8,4111.67,4083.48,4044.57,4046.93,4181.85,4145.6,4170.99,4160.36,4006.6,4003.73,3995.33,4176.73,3964.93,3971.56,4155.21,4108.19,4097.64,3994.41,4148.15,4172.29,4110.36,4125.95,4087.43,4185.32,4047.62,4020.85,3964.71,4029.42,4172.32,3987.13,3981.03,4090.2,4136.42,4071.74,4044.55,4075.24,4073.86,4119.59,3997.84,3967.82,4167.17,4022.26,4001.18,4027.47,4009.81,4065.49,4122.83,4131.54,4032.58,4072.96,4041.07,4108.29,4191.13,0
4298.46,4006.15,4266.67,4132.82,4337.95,4615.9,4056.92,4618.46,4214.87,4237.95,4225.13,4279.49,4608.72,4363.08,4073.48,4000.93,3960.38,4013.53,4115.77,4191.61,4060.55,4066.43,4039.87,3998.56,4079.01,3983.02,4097.21,4105.08,3982.54,3985.49,3983.6,4043.83,3960.56,4132.22,4156.45,4031.21,3994.8,4136.35,4086.38,4013.87,3996.17,3960.51,4075.69,4032.75,4189.02,4016.73,4124.49,4187.21,4032.85,4035.37,4040.04,4088.47,4199.87,4061.28,4083.65,4157.95,4137.51,4152.51,4108.99,3996.99,4068.81,4181.39,4128.14,4163.48,4095.89,3979.18,3955.17,4127.76,4039.94,4000.02,4139.1,4105.09,4133.31,3961.21,3978.96,4056.72,4010.86,4042.89,4144.33,4173.3,4012.65,4019.59,4189.44,4054.44,1
4272.31,3983.59,4261.54,4118.97,4326.15,4611.28,4080,4602.05,4185.13,4216.92,4188.72,4271.79,4588.72,4339.49,4073.64,4134.23,4013.98,3998.68,3987.16,3970.95,4112.01,4181.46,4142.75,4185.2,4035.08,3960.24,4190.05,4017.74,4151.13,4181.43,4086.54,4199.05,3967.27,4037.35,4097.81,3963.27,3954.19,3996.68,4038.81,4149.01,4016.89,3954.83,4027.91,4174.71,4182.65,4152.47,3992.79,4117.81,3967.01,3960.54,4000.3,4025.43,3960.13,4171.19,4188.26,3951.14,4171.72,4052.85,4096.55,4028.26,3993.61,4143.25,4186.52,4133.9,4010.24,4067.6,4173.19,4145.31,3983.36,4041.78,4056.88,4180.4,4064.72,3963.71,4071.03,4173.01,4048.44,4000.16,4133.23,4103.96,4198.96,4013.67,4169.19,4065.82,0
4285.13,3975.38,4266.15,4115.9,4348.72,4633.33,4084.62,4641.03,4216.41,4248.72,4216.41,4287.69,4622.56,4353.85,3959.46,4124.58,4166.98,4158.03,4198.74,3969.92,3951.51,4018.55,4112.32,4051.31,3975.15,4182.37,4155.77,3984.04,4036.93,4134.11,4073.29,4153.99,4124.49,4117.42,4089.55,4118.97,4020.05,4034.48,4108.48,4012.77,4076.18,4190.83,3983.45,4161.18,4077.11,4049.48,4007.82,4144.05,3952.69,4074.58,4172.08,3953.51,4140.11,4158.77,4050.03,3986.9,3980.82,4081.6,4178.25,4041.79,4042.37,4114.91,4140.25,3970.6,4060.94,3995.82,4181.33,4005.88,4132.07,4098.61,4048.82,4023.59,4019.59,4091.15,4152.51,4063.42,4140.3,4096.97,4011.25,4075.94,4176.31,4036.58,4179.24,4172.73,0
4289.23,4003.59,4244.1,4117.44,4325.13,4572.82,4075.9,4607.69,4194.36,4212.31,4192.31,4271.79,4590.26,4354.36,4126.88,4000.21,4108.4,4037.19,3994.8,4160.58,4080.61,4015.83,4169.98,4009.16,4185.88,4172.67,4189.7,3955.47,4037.81,3962.37,4057.2,4125.96,4056.39,3950.97,4136.44,3990.85,3963.38,3994.33,4033.16,4186.91,4002.65,4033.88,4083.58,4120.21,4035.09,4150.57,4100.18,4151.15,3990.6,4180.97,4194.1,3955.56,4167.93,4019.73,4006.39,4094.92,4088.43,4126.29,4033.62,4059.82,4131.46,4021.3,4046.28,4039.55,3974.45,3979.84,4126.03,4060.02,4185.93,4035.88,4128.37,4093.77,4179.12,4057.47,4072.34,4105.52,3977.69,4157.51,3986.63,3995.88,4029.6,4118.89,4054.37,4167.14,0
4263.08,4009.74,4251.28,4138.97,4350.26,4625.64,4105.64,4587.18,4191.28,4211.79,4177.44,4269.23,4559.49,4311.28,3980.81,3990.05,4017.09,4178.63,4034.01,4177.5,4171.65,4005.66,4093.2,4169.67,4071.76,4110.29,3999.25,4154.05,4137.05,4175.77,4032.23,4094.25,3976.43,3957.79,3970.68,4117.25,4043.26,3980.14,4144.75,3967.07,4105.96,4178.61,4053.51,4020.76,4187.96,4071.13,4016.63,4029.19,4107.82,4048.68,4035.0,3998.1,4164.53,4098.24,4070.86,4085.98,4159.82,4156.29,3990.04,4151.67,3989.52,4171.28,4142.47,4109.95,4072.62,4116.72,4117.68,3999.05,3993.5,4060.25,4014.33,3994.8,3961.74,3987.66,4131.5,3986.37,4167.92,4132.04,4193.12,4158.08,4009.98,4152.09,4022.32,4036.33,0
4305.64,4021.54,4264.62,4117.95,4347.18,4624.62,4116.41,4629.74,4227.69,4248.72,4214.36,4292.82,4627.69,4365.64,4179.45,3989.82,4102.46,4144.22,4072.65,4157.62,4162.87,4057.09,4044.23,3974.92,4100.68,3961.67,3959.11,4039.41,4140.26,4191.19,4024.87,3973.33,4116.34,4115.83,4054.57,4140.65,3975.14,4107.37,4067.69,4128.9,4131.04,4164.67,4117.79,4076.46,4019.72,4088.81,4068.31,4083.58,4187.81,4153.02,4023.46,3989.64,4026.4,3972.58,4180.33,4037.15,4007.3,4018.59,4163.49,4129.61,3987.48,4039.02,4155.47,4057.64,3951.57,3982.78,4141.31,4019.54,4009.26,4040.32,4195.2,4163.43,4190.66,4144.46,4019.05,4000.4,4075.05,3971.42,3995.6,4070.0,3962.63,3987.38,4136.6,4174.63,1
4321.03,3934.36,4250.77,4075.9,4325.64,4607.18,4097.95,4637.95,4227.18,4262.56,4271.28,4321.54,4707.69,4422.05,4184.78,4104.86,4019.98,3975.18,4165.87,4162.25,4080.41,4027.03,4110.82,4072.24,4122.88,4041.31,4191.26,4074.65,4022.3,3968.99,4181.8,4076.69,4156.45,4080.5,4013.2,4059.37,3988.44,3955.05,4113.09,4147.79,4174.39,3951.71,4081.19,4184.25,3986.83,4079.74,4066.26,4162.51,4155.51,4170.09,4147.55,4181.66,3990.68,4058.58,4159.46,4036.5,3980.99,4055.22,4178.16,4186.68,4069.97,4000.67,4160.62,4089.16,4197.74,4025.73,4092.43,4031.55,4147.81,4018.06,3996.54,4043.75,4130.59,4018.89,3958.28,3998.26,4079.35,4016.06,4152.81,4025.89,4077.68,3967.35,4131.31,4184.09,1
4283.59,3934.87,4235.38,4078.97,4321.54,4608.21,4094.36,4630.77,4219.49,4236.41,4230.26,4287.69,4651.28,4363.08,4066.52,3975.45,3984.23,4105.59,4090.4,4183.2,3983.92,4161.44,4186.44,3996.0,4053.71,4195.73,4094.68,4177.2,3969.09,4002.53,4109.2,4116.7,4170.91,3988.09,4094.97,4191.87,4105.23,4031.28,4091.36,4187.21,4080.77,4058.37,4151.65,4187.59,4016.61,4171.84,3979.35,4018.86,4144.38,4159.58,4025.19,4012.5,3982.86,3980.0,3975.04,3984.44,4152.54,4192.29,4093.95,4149.05,4029.92,4026.75,4144.49,4053.18,3979.74,4164.58,3999.15,4193.31,4143.07,3965.28,4111.12,4158.81,4081.91,3998.87,4126.82,4168.23,4145.24,4147.52,3951.51,4013.14,3989.71,3998.09,3977.47,4152.92,1
4290.26,4009.23,4263.59,4118.97,4347.69,4621.54,4087.18,4614.36,4209.74,4244.62,4218.97,4274.87,4613.85,4377.95,4103.4,4040.56,3958.93,4161.88,4085.27,4016.41,4055.4,4162.88,4143.68,4071.71,3955.74,4172.14,4101.76,3981.29,4006.66,4038.24,4179.35,4030.22,4053.86,3969.25,4172.46,4105.86,4041.39,4193.15,4095.37,3979.41,4095.71,3950.73,4167.75,4094.87,4141.49,4066.64,4055.07,4120.97,4060.3,3968.82,4171.08,4060.8,3996.19,4075.14,3991.75,3966.91,4165.53,4050.82,3997.53,4032.29,4112.69,4026.72,4120.21,4109.18,4075.53,4121.31,4162.88,4112.3,4063.76,4153.58,4132.72,3960.48,4082.47,4040.5,3966.72,3964.82,4194.7,4085.48,4105.36,4183.9,4114.23,4100.7,4074.01,4039.51,1
4277.44,4002.56,4266.15,4126.67,4336.92,4631.79,4087.18,4624.1,4197.44,4236.41,4188.21,4268.21,4593.85,4336.92,4054.15,3969.15,4128.01,4054.35,4196.26,4149.25,4094.0,4011.68,4158.73,4141.17,4138.38,4048.48,4150.95,4002.76,4180.11,4077.11,4107.93,4099.9,3999.51,3971.8,4145.57,4158.18,4145.59,4056.59,4007.03,4035.4,3972.53,4067.96,4190.72,4047.79,3952.95,4100.57,4082.96,3984.36,4057.77,4035.9,4142.26,4148.41,4080.54,3960.38,4021.18,4089.59,4193.38,3967.58,3972.92,3972.77,4144.09,4083.38,4063.18,4162.92,4128.07,3969.21,4107.51,3964.37,3987.6,4151.12,4141.63,3989.78,4092.15,4018.98,4088.7,4071.57,4151.91,3962.27,3966.92,4015.1,4056.94,4195.84,4051.39,3986.33,1
4312.31,3973.33,4262.56,4092.31,4331.28,4598.97,4090.26,4620,4211.28,4250.26,4244.1,4305.64,4671.79,4418.97,4057.67,4135.81,4049.26,4185.35,4191.86,4039.94,4165.0,3950.4,3971.94,3975.24,4019.95,4133.95,4197.34,4033.17,4112.8,3971.89,4160.29,4052.81,4124.72,4068.24,3966.33,4098.27,4020.39,3966.89,4142.98,4152.95,4154.36,4098.02,4048.78,4052.83,3988.74,3977.88,4106.78,4134.46,4118.51,4029.59,4187.53,4102.48,4122.18,3976.4,4152.26,4072.24,4061.48,4158.34,4030.79,3967.06,4089.27,4094.33,4140.3,4066.98,4093.8,4121.45,4081.32,3955.44,3950.87,3969.19,4040.15,4098.67,4027.78,4146.39,3981.96,4027.64,4073.74,4195.64,4078.85,4119.03,4190.13,4087.04,4142.67,4138.31,1
4209.74,4060.51,4232.31,4137.95,4338.46,4614.36,4069.74,4595.9,4172.31,4193.85,4124.62,4226.15,4474.36,4233.85,4179.52,4186.75,4123.45,4151.51,4065.65,4055.05,3982.99,3984.15,4192.82,4121.72,4086.31,4149.94,4160.04,4034.82,3977.89,4059.46,4088.53,4175.06,4181.94,4067.69,4085.26,4184.73,4128.01,4074.99,3987.85,4191.41,4198.57,4128.55,3952.53,4152.27,4065.6,4085.54,4151.56,4038.82,4139.31,4173.18,4003.36,4186.0,4100.1,4061.6,4078.63,3992.22,3969.73,4133.61,3996.34,3968.3,3985.22,3994.87,4163.66,3957.17,4177.61,4091.53,4127.02,4039.66,4159.12,4164.48,4058.69,4170.27,4047.67,4111.16,4138.67,4005.85,4051.56,4168.1,4126.25,4045.05,4050.28,4025.55,3979.61,4099.0,0
4291.28,4010.26,4264.1,4121.03,4340.51,4613.85,4074.87,4621.03,4209.23,4239.49,4215.38,4281.54,4610.26,4370.26,3982.78,3955.77,4155.16,4023.56,4128.68,4116.4,4095.92,4024.91,4105.96,3999.62,4066.46,4191.05,4023.26,3964.98,4060.87,4101.85,4077.04,4180.39,3978.76,4148.64,4101.01,4142.13,4009.89,4033.27,4078.83,4083.98,4068.31,4037.51,4181.29,4134.4,4032.61,4007.95,4051.98,3999.67,4039.62,4022.67,4165.59,4105.01,4057.83,4037.37,4005.51,4175.44,4128.57,4138.42,4177.07,4121.54,4080.24,3952.64,4197.79,4053.17,4109.89,4019.29,4134.91,4056.54,4080.78,3959.79,4057.86,4159.41,4093.49,3958.35,4025.62,4196.49,4175.36,4166.33,4051.04,4092.02,4178.52,4169.58,4039.19,4088.21,1
4313.85,4041.03,4288.72,4156.92,4347.69,4620,4085.13,4597.44,4204.62,4252.31,4214.87,4281.03,4612.82,4354.36,3966.87,4192.41,4022.35,4085.28,4152.64,4118.58,4118.35,4089.19,4004.27,3998.91,4031.3,3991.34,4034.01,4197.47,4049.27,4067.99,3970.35,4013.29,4021.1,4012.06,3965.33,4056.79,3955.39,4016.0,3990.4,4133.12,4016.19,4030.27,3955.77,4109.13,4011.62,3960.25,4147.28,4049.05,4164.15,3965.02,4062.66,4031.89,4128.81,4005.78,4155.84,4139.42,3958.07,4070.2,3978.57,4026.46,4020.36,4037.48,4028.86,4163.75,3958.0,4092.98,4167.76,4189.06,4111.26,4000.82,3980.27,4073.15,4025.03,4089.08,3962.95,4083.15,3959.25,4066.86,4173.6,4179.49,4039.65,4029.77,4072.26,3964.68,1
4314.36,4009.23,4288.72,4138.97,4347.18,4613.33,4070.26,4636.41,4225.64,4251.28,4208.21,4306.67,4624.62,4386.67,3964.4,4179.18,4175.45,4051.31,4156.49,4158.54,3986.5,4167.08,4072.21,4038.8,4048.98,4147.17,4125.26,4083.21,3954.41,3992.93,4160.36,4019.28,3981.81,4127.93,4013.19,4187.01,4170.33,4121.28,3958.96,4024.83,4057.15,3992.69,4128.41,4108.96,4020.23,4089.83,4045.31,4103.6,4062.24,4141.79,3986.25,4029.76,4080.79,4021.22,3984.72,3970.22,4158.94,4031.37,4137.69,4030.04,4139.79,3991.81,4057.91,4172.14,4116.84,4118.15,4102.73,4043.88,4091.54,4173.72,4016.59,4172.06,4126.2,4159.9,3989.14,4152.26,4081.35,4122.04,3988.87,3959.67,3974.46,4130.54,4036.18,4133.07,1
4286.15,4019.49,4264.1,4111.79,4334.87,4609.23,4040.51,4592.82,4185.13,4224.62,4194.36,4275.9,4613.33,4349.74,4190.8,4089.05,3953.55,3954.88,4077.77,3976.37,4075.83,4156.92,4058.84,3989.49,4121.75,4119.15,4026.46,4079.53,3960.93,4114.02,4053.75,4114.51,4121.98,4160.1,4136.37,4044.66,4103.61,4038.7,4071.06,4042.94,4125.42,4054.93,3978.2,4033.83,4155.16,4172.53,4023.28,4055.7,4086.13,3975.45,3982.65,4197.58,4026.96,4141.69,4146.92,4030.33,4190.78,4195.24,4109.43,4150.59,4072.11,4063.94,4148.51,3953.15,4008.33,4087.54,4162.92,4124.49,4123.79,3995.95,4198.14,4024.27,4124.32,4176.62,4110.0,4150.9,4190.43,4178.56,4134.01,4025.0,3985.95,4141.34,4168.47,4018.92,1
4317.95,4008.21,4266.15,4114.87,4337.44,4620,4066.67,4622.05,4220.51,4247.69,4218.97,4286.67,4620,4378.97,4092.48,3954.34,4108.57,4187.62,4160.7,4143.64,3995.33,4117.64,4167.58,4097.43,4135.22,4012.7,4197.84,3998.64,4079.68,4071.34,4132.99,3950.39,4122.76,4113.7,4015.7,4029.73,3990.99,4195.48,4013.16,3953.67,4060.58,3998.68,3985.5,4104.13,4160.08,4196.82,4099.26,4005.2,4166.2,4104.53,4050.94,4146.02,4102.7,4091.65,4055.75,4008.28,4109.71,4030.13,4127.75,4013.71,4095.68,4152.59,3990.33,4070.92,4080.81,4189.88,4174.26,4102.07,4022.57,4198.86,4022.34,4089.33,4074.72,3995.26,4138.74,4130.21,4088.61,4019.98,4049.49,4186.36,4049.4,4132.15,4119.33,4002.08,1
4275.9,3981.03,4249.23,4099.49,4331.79,4611.28,4071.28,4628.72,4208.21,4229.74,4209.74,4275.38,4596.41,4336.92,4029.59,4025.49,3992.95,4138.55,4107.23,4079.4,4125.54,4050.79,4182.93,4115.93,4038.48,3993.38,4075.12,4054.65,3988.68,4114.37,4154.92,4053.91,4095.85,3968.5,4091.94,4140.72,3980.81,4059.54,4011.11,3989.59,4147.53,4169.5,4149.96,4017.75,4181.19,4060.74,4141.67,4111.99,4042.42,4137.13,3998.95,4079.07,4097.73,4161.18,3992.12,4109.51,4193.73,4047.44,4184.57,4182.81,3979.35,4088.85,4001.65,4014.98,4159.56,4138.0,4106.87,3957.39,4199.64,4078.36,4069.78,4023.45,4041.43,4039.96,3967.56,4034.99,4064.31,4092.16,4005.21,4043.84,3988.99,4087.7,4126.19,4191.89,0
4285.64,4028.21,4247.18,4108.72,4350.77,4620.51,4097.95,4608.21,4200.51,4231.28,4211.28,4275.38,4617.44,4342.05,4148.41,4129.53,4141.36,4007.74,4119.73,4063.52,4126.15,3991.39,4192.57,4041.9,4010.51,4090.22,4033.49,3989.84,4155.18,4015.92,4134.01,4101.51,4191.96,3973.84,4046.81,4078.92,4036.81,4067.07,4044.08,4106.72,4086.89,3984.94,3952.32,3955.38,4060.0,4121.99,4102.63,4165.11,4026.94,4161.22,4043.19,4138.72,4103.94,4118.22,4041.86,4061.68,3957.75,4138.1,3972.61,4195.13,3959.97,3992.83,4087.86,4170.78,4102.27,3958.46,4143.53,3958.48,4158.21,3961.04,3965.03,4042.12,3991.62,4094.65,4058.87,4155.38,3984.95,4023.81,4069.0,4100.85,4085.44,4040.28,3995.03,3967.07,1
4294.87,4007.18,4255.38,4120.51,4347.69,4622.56,4058.46,4610.77,4199.49,4230.26,4167.18,4266.15,4605.64,4346.15,3965.77,4078.17,3960.15,4180.87,4035.88,4020.95,3966.12,4008.11,4182.56,4041.17,4165.31,4025.1,4097.87,3972.76,4142.56,4115.71,3956.83,4141.45,4082.37,4198.64,3955.5,3971.16,4154.36,4144.94,4027.22,4182.79,4180.69,4186.3,4011.8,3976.83,4187.39,4061.83,4077.34,4151.01,4077.23,4194.34,4098.38,3960.43,4188.46,4046.59,4185.63,4048.94,4038.3,4181.39,4076.29,4020.33,3976.39,4096.53,4172.29,4096.74,4108.76,4142.66,4051.24,4181.7,4075.87,4193.53,4133.26,3985.36,4169.99,3997.71,4099.58,4114.79,4049.59,4167.16,3965.91,4187.71,4064.21,3954.8,4080.29,4082.48,1
4326.67,3994.36,4280,4117.95,4349.74,4629.74,4085.13,4610.77,4199.49,4246.15,4217.44,4297.95,4626.15,4390.26,4127.1,4005.54,4005.96,3978.19,4126.54,4061.88,4161.98,4155.18,4033.02,3976.02,4037.82,3971.4,3998.48,4107.48,4121.54,4092.2,3973.28,4086.15,4126.79,4020.41,4043.13,4161.14,4117.44,4093.63,4069.71,3984.87,3953.77,4175.11,4091.5,4179.69,4016.51,3995.56,3961.82,4165.38,4150.5,4043.67,4033.53,3962.72,4011.61,4179.69,3982.87,4174.13,4156.06,4001.83,4166.61,3993.56,4119.22,4046.15,4186.16,3994.63,3990.82,3964.57,3951.42,4015.65,4041.67,4030.51,3989.67,4163.35,3996.27,4066.6,4013.41,4009.35,4115.83,4159.08,4067.28,3997.5,4076.2,4050.24,4133.48,4181.41,1
4308.21,4016.41,4270.77,4123.59,4340.51,4629.74,4075.9,4626.15,4208.72,4231.28,4205.13,4278.97,4611.28,4369.74,4074.99,4056.68,4017.55,4192.61,3958.75,4103.59,4023.17,4054.84,3982.94,4114.54,3969.23,4088.41,3990.21,4040.04,4065.0,3951.82,4011.04,4091.28,3994.27,4017.42,4080.87,4147.75,4048.37,4167.99,4193.57,4140.27,3954.03,4120.91,4064.19,3985.3,4137.92,3996.47,4157.71,4061.98,4193.73,4005.54,4017.45,4054.02,3953.95,4062.82,4087.52,3954.34,4177.24,3972.28,4068.79,4034.55,4179.46,3953.22,3978.68,4118.73,3993.46,4144.14,4150.38,4153.95,4099.53,4111.06,4037.89,4038.56,4191.57,4014.27,3982.85,4086.9,4081.54,4177.82,3999.3,4153.36,4034.83,3986.74,4192.5,4199.0,1
