@Relation EEGDataTraining_24

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4295.9,4026.15,4274.87,4121.54,4327.18,4629.23,4097.44,4609.23,4200.51,4227.69,4200.51,4291.28,4594.87,4367.69,4042.57,4025.63,4112.33,4140.8,4189.85,4160.76,3984.39,3957.78,4168.61,4008.21,0
4305.13,4008.72,4265.64,4123.59,4330.26,4608.21,4067.69,4588.72,4173.85,4210.77,4142.56,4271.79,4594.87,4353.85,4186.9,4095.84,4134.43,3958.26,3979.59,4023.31,4015.38,4097.99,4139.02,4004.89,0
4317.95,4036.92,4266.67,4124.62,4347.69,4617.44,4103.59,4609.74,4207.18,4222.56,4209.74,4287.18,4622.05,4367.69,4163.09,4018.76,3951.92,3973.94,4014.62,4185.67,4037.52,4089.99,4030.4,4199.98,1
4262.05,4004.62,4249.23,4118.46,4333.33,4635.38,4076.92,4610.77,4193.33,4221.54,4173.85,4256.41,4576.92,4317.95,3960.18,4048.98,4076.63,4050.44,4031.91,4175.67,3988.57,3964.42,4095.87,3952.92,0
4318.46,4018.46,4279.49,4136.41,4332.31,4624.62,4087.18,4614.36,4199.49,4227.18,4197.95,4289.74,4591.28,4362.05,4065.43,3997.89,4184.84,4152.65,4151.61,4082.19,4166.5,4114.53,3962.31,4014.53,0
4296.92,4034.36,4263.08,4139.49,4329.23,4577.44,4069.23,4589.74,4182.05,4222.56,4172.31,4278.46,4600.51,4353.33,3993.25,3976.62,4117.61,4017.33,4014.87,4056.27,4014.11,4032.09,4143.8,4111.51,0
4323.08,4021.03,4268.72,4108.72,4341.54,4613.85,4049.74,4596.41,4192.31,4223.08,4210.26,4270.26,4618.97,4365.64,4051.0,4108.97,4037.06,4067.19,3971.52,4158.44,4055.28,4141.33,4006.79,4066.86,1
4291.79,4000.51,4246.15,4103.08,4331.28,4627.69,4079.49,4602.05,4193.33,4239.49,4193.85,4274.87,4590.26,4370.77,4160.44,4156.63,4117.29,4113.31,3970.32,3984.14,4190.09,4172.68,4054.64,3950.63,0
4312.82,4010.26,4282.05,4129.74,4331.28,4606.67,4108.72,4628.72,4212.31,4233.85,4221.54,4300,4629.74,4380,4081.42,4103.84,4053.13,4048.56,4056.22,4049.0,4153.54,4136.9,4108.88,3970.43,0
4269.74,4025.13,4249.74,4136.41,4341.54,4621.54,4111.28,4608.72,4211.79,4214.36,4172.82,4268.72,4544.62,4316.41,3977.03,4144.8,4197.29,4138.93,3964.31,4070.47,4069.45,4147.97,4187.66,4053.95,1
4314.87,3998.46,4278.46,4122.05,4329.74,4627.18,4081.03,4628.72,4212.82,4224.1,4193.85,4284.1,4583.08,4348.72,4150.71,4130.34,4134.66,4102.38,4050.96,3999.15,4047.86,4088.25,4048.07,3960.02,1
4336.41,4029.74,4269.23,4123.59,4349.23,4625.64,4075.9,4608.72,4205.64,4251.79,4218.46,4285.64,4620,4389.23,4048.22,4160.38,4107.58,3974.55,4000.41,4019.21,4040.16,4062.6,4061.98,3979.61,0
4206.67,3957.44,4215.9,4089.23,4332.31,4614.36,4075.38,4588.72,4185.64,4205.64,4169.74,4248.21,4536.92,4272.31,3980.65,4112.91,4104.04,3973.6,4108.8,4194.72,4076.2,4017.21,4098.62,3998.33,0
4280,3982.56,4264.1,4119.49,4333.33,4597.95,4042.05,4618.97,4205.13,4221.03,4211.79,4283.59,4592.82,4351.79,4094.05,4174.69,4189.9,4176.85,4009.34,4083.44,4074.96,4025.8,3957.05,4028.02,1
4231.79,4047.18,4229.23,4137.44,4334.36,4612.82,4054.36,4579.49,4170.26,4198.97,4131.79,4226.15,4509.23,4264.1,4077.93,3993.08,4153.34,4019.32,4197.82,4195.24,4010.35,4165.12,4103.34,4072.62,0
4273.33,3968.21,4231.28,4098.46,4341.03,4614.36,4066.67,4597.44,4184.1,4216.92,4175.9,4253.85,4586.67,4332.82,4034.14,3995.66,4031.63,4099.81,4126.38,4003.81,3964.08,4125.5,4107.43,4146.22,1
4284.62,3985.64,4256.92,4106.67,4328.21,4618.97,4064.62,4615.9,4203.59,4236.92,4206.15,4282.56,4607.18,4362.56,4043.24,4177.99,3960.87,4086.86,3973.3,4117.3,4013.39,4034.76,4065.25,3989.16,0
4309.23,4004.62,4264.62,4136.92,4338.97,4608.72,4085.13,4629.23,4215.9,4230.26,4217.95,4286.67,4622.56,4361.03,3984.55,4054.23,4198.27,4157.32,4091.96,3974.94,3958.95,3995.17,4121.99,4119.86,0
4276.41,3995.9,4251.79,4118.97,4324.62,4616.92,4046.67,4606.67,4188.72,4210.77,4176.92,4258.46,4595.38,4330.26,3978.34,4140.56,4028.06,3964.92,3963.78,4127.9,4013.63,4174.99,4185.93,4036.73,1
4394.36,4025.64,4264.62,4140.51,4350.26,4615.9,4075.9,4588.21,4183.59,4241.03,4232.82,4299.49,4654.87,4451.28,4163.04,4137.37,4077.16,4053.72,4091.39,4107.81,4100.18,4121.14,4045.36,4134.74,1
4280.51,3997.95,4252.31,4107.69,4321.54,4596.41,4035.9,4610.26,4186.67,4203.59,4190.26,4270.26,4582.56,4342.56,4029.96,4078.11,3998.83,4051.89,4140.76,3983.74,4124.57,4122.05,4154.66,4029.26,1
4340,3977.44,4262.05,4132.31,4326.15,4617.95,4084.1,4609.74,4194.36,4232.82,4181.03,4296.41,4636.41,4409.23,4052.36,4010.6,4003.17,4002.0,3967.22,4179.5,4024.39,4005.22,4173.0,4063.74,1
4312.82,4007.69,4270.77,4124.1,4348.72,4625.13,4077.44,4632.31,4213.85,4242.05,4205.13,4284.62,4610.26,4377.95,4193.33,4185.16,4079.2,4060.62,4054.86,4181.37,4027.23,3997.25,4156.84,3951.17,1
4314.36,4028.72,4266.15,4125.13,4355.9,4627.69,4109.74,4606.15,4210.77,4236.41,4206.67,4284.62,4623.08,4371.79,4072.7,4175.96,3983.97,4098.23,4112.16,4105.11,4181.75,4166.02,4120.08,4019.77,1
4310.77,4024.1,4263.59,4122.56,4346.15,4612.82,4056.41,4613.33,4195.9,4224.1,4196.41,4268.21,4602.56,4365.13,3962.77,4139.12,4148.95,4087.96,4003.16,4069.75,4105.99,4170.05,4161.97,4093.46,1
4276.92,3984.62,4246.15,4106.15,4335.38,4618.46,4054.36,4632.82,4225.64,4248.21,4204.62,4274.87,4587.69,4340.51,4077.75,4062.13,4155.02,4173.87,4059.24,4143.29,3981.98,4102.45,3999.54,4149.89,1
4311.28,4037.44,4260,4141.54,4332.82,4609.23,4051.28,4583.59,4170.77,4185.64,4166.15,4264.62,4563.08,4357.44,3983.72,4047.84,4105.44,4130.02,4023.48,4007.06,4073.67,4080.46,4053.83,4149.57,1
4279.49,4009.23,4256.92,4108.21,4333.33,4607.69,4037.44,4597.95,4181.54,4221.54,4194.87,4263.59,4617.44,4340,4066.02,4044.11,4179.79,4041.37,4081.69,4007.39,4014.41,4136.94,4133.14,4074.8,1
4353.85,4070.26,4282.05,4140.51,4360,4624.1,4109.74,4608.72,4206.67,4225.13,4206.67,4287.18,4615.9,4392.82,4078.79,4115.91,4078.33,4171.19,4055.54,4140.7,4012.66,4082.14,3990.33,4055.79,1
4300.51,4016.41,4257.44,4108.21,4345.13,4629.74,4091.28,4611.79,4199.49,4238.97,4199.49,4280,4592.82,4359.49,3993.54,4117.67,4067.66,3989.8,4104.38,4131.43,4177.5,4111.65,4074.69,4033.07,0
4303.59,4023.59,4263.08,4140,4320.51,4588.72,4081.54,4605.64,4196.41,4229.23,4178.46,4284.62,4600,4352.31,4158.56,4199.34,4029.81,4165.51,4110.39,4195.63,4039.27,4095.42,4026.69,3981.87,0
4287.18,4003.08,4266.15,4127.18,4333.85,4613.85,4066.15,4613.33,4202.56,4230.26,4208.72,4287.18,4610.77,4352.82,4066.18,4187.13,4127.96,4101.11,4181.49,4118.47,4172.66,4169.55,4007.63,4189.31,0
4277.95,4011.79,4263.08,4110.26,4344.1,4622.56,4061.03,4605.13,4188.21,4215.38,4189.74,4265.13,4610.77,4331.28,3951.67,3957.58,4142.11,4119.62,4023.92,4167.65,4020.36,4191.4,4015.59,4156.25,1
4316.92,4025.64,4280.51,4140,4345.13,4625.64,4055.38,4623.08,4220.51,4244.62,4226.67,4290.77,4631.28,4383.59,4191.47,4096.56,4146.64,3966.79,4157.19,4037.42,4132.28,4036.26,3967.47,4001.97,1
4288.72,3929.23,4245.64,4075.9,4331.79,4603.08,4087.18,4629.74,4222.05,4238.46,4239.49,4299.49,4666.15,4386.67,4082.52,4094.87,4153.27,4115.58,3959.33,4095.21,3989.71,4014.59,4144.93,4072.53,1
4277.95,4009.23,4245.13,4092.82,4345.13,4616.41,4102.56,4618.46,4212.82,4233.33,4211.28,4275.9,4605.13,4340.51,4121.06,4042.67,3959.52,4171.4,4122.1,4138.79,4081.04,4125.31,4028.62,4015.57,1
4314.36,4009.23,4271.28,4137.44,4334.87,4604.62,4097.95,4613.85,4201.54,4224.62,4206.67,4283.59,4626.67,4370.26,3995.69,4099.03,4082.29,3981.19,3974.99,4156.61,4123.63,4148.84,4108.5,4123.78,0
4257.95,3970.77,4230.77,4089.74,4332.82,4609.74,4063.59,4586.15,4172.82,4215.38,4191.28,4256.41,4597.95,4337.95,4151.22,3984.92,4140.94,4159.22,4019.31,4079.49,4042.99,3996.55,4190.55,4088.82,1
4281.54,3960.51,4272.82,4119.49,4331.28,4621.54,4079.49,4645.64,4233.33,4245.13,4207.69,4290.77,4588.72,4344.62,4085.22,4124.12,3983.42,4072.73,4183.23,4001.85,4187.93,4028.92,4062.87,3953.33,1
4274.36,3967.69,4247.18,4100,4321.54,4610.26,4078.97,4605.13,4187.69,4225.13,4189.74,4268.21,4582.05,4333.85,3975.51,4171.79,4147.71,4038.43,4158.55,4139.26,3995.54,4007.23,4149.09,4076.92,0
4274.36,3985.13,4256.92,4109.23,4343.08,4617.44,4070.77,4600.51,4185.64,4225.13,4192.82,4275.38,4605.64,4353.85,4163.83,3977.47,4172.93,3990.61,4128.55,4185.45,4151.98,4166.16,4144.99,4057.26,1
4298.97,4018.46,4277.95,4138.97,4341.54,4620.51,4088.72,4610.77,4206.15,4244.62,4205.13,4285.64,4609.23,4354.87,4143.56,4114.35,4029.74,4030.27,4116.91,4046.2,4019.94,3954.01,4060.8,4193.61,1
4261.54,3973.33,4245.13,4110.26,4326.67,4596.92,4039.49,4608.21,4201.03,4212.31,4198.97,4265.64,4587.18,4344.1,3965.51,3980.68,4137.83,4089.21,4171.04,4036.25,4041.59,4080.52,4159.86,3958.6,1
4283.08,4003.59,4242.05,4119.49,4330.77,4616.41,4076.41,4599.49,4195.38,4232.82,4191.79,4257.95,4588.21,4328.72,3990.66,3988.45,4078.72,4094.79,4087.72,4117.62,4117.93,4140.87,4025.89,4171.14,1
4291.28,3997.44,4262.05,4118.46,4329.23,4617.44,4053.33,4627.18,4206.15,4225.13,4195.9,4279.49,4605.13,4353.85,4073.69,4146.61,4153.09,3990.94,4009.27,4062.01,4064.45,4061.54,3971.67,3989.74,0
4323.59,4038.97,4283.08,4141.54,4340,4613.33,4055.9,4600.51,4182.05,4190.26,4169.23,4280,4545.64,4352.31,4078.61,4186.98,4116.16,4126.0,4018.9,4136.12,4184.51,4130.22,4183.71,4064.8,1
4307.18,4008.72,4264.62,4117.44,4335.9,4614.87,4062.05,4618.97,4198.97,4231.28,4181.03,4278.97,4607.69,4369.23,4005.92,4194.59,4063.24,3954.08,4076.31,4094.38,4101.66,3988.84,4121.67,3995.91,1
4286.15,3936.92,4249.74,4087.69,4327.18,4609.23,4101.03,4631.79,4226.67,4253.85,4245.64,4306.67,4660,4371.79,4048.11,4190.73,4098.07,4080.78,4049.95,4078.44,4119.13,3979.74,4077.84,3976.92,1
4288.72,3993.85,4257.95,4114.36,4327.18,4620.51,4066.15,4621.03,4209.74,4249.23,4226.67,4289.74,4630.26,4371.79,4054.01,4132.6,4052.83,3989.46,4182.81,3973.56,4062.22,4158.06,4139.65,4153.74,0
4254.36,3988.72,4234.87,4105.64,4342.05,4608.21,4070.26,4593.33,4177.95,4217.44,4181.54,4253.85,4597.95,4329.23,4116.43,3975.88,3980.93,3960.05,4170.09,4121.47,3979.17,4065.65,4124.73,4055.07,1
4275.38,3989.74,4261.03,4089.74,4338.46,4621.54,4088.72,4627.18,4204.62,4225.64,4204.1,4280.51,4589.74,4348.72,4093.57,4134.65,3961.35,4079.73,3972.73,4057.29,4168.86,4184.84,4171.02,4009.78,0
4274.87,3986.15,4249.74,4104.1,4331.28,4600,4067.69,4602.56,4193.85,4211.28,4184.62,4271.79,4611.79,4350.77,4008.63,3968.12,3955.29,4035.84,4018.39,4025.66,3992.88,4000.8,4184.06,4195.99,1
4317.95,4011.28,4277.44,4127.18,4337.44,4610.26,4062.56,4610.77,4204.62,4233.85,4206.67,4276.41,4602.56,4357.44,4015.89,4088.33,4044.83,4139.85,4116.74,4081.05,4078.3,3957.93,4167.4,4196.05,1
4215.38,4057.95,4238.46,4148.72,4344.1,4615.9,4052.31,4578.46,4161.03,4179.49,4115.38,4218.46,4481.54,4239.49,3999.36,4036.07,4110.91,4005.21,4036.35,4016.51,4042.53,3968.03,4004.25,4030.35,0
4294.36,3996.92,4265.13,4109.23,4339.49,4618.46,4067.18,4628.72,4217.44,4243.08,4213.85,4290.77,4605.13,4362.05,4175.94,4033.74,4081.48,4123.9,3979.27,4165.16,4179.6,4060.28,4195.31,4175.9,0
4286.15,3996.92,4264.62,4122.56,4336.92,4618.46,4094.87,4624.62,4202.56,4236.41,4200.51,4278.46,4609.74,4358.97,4094.74,3951.15,4090.66,3999.76,3970.62,3984.76,4170.6,4110.36,4041.26,3969.31,1
4278.46,4021.54,4263.08,4108.72,4348.21,4627.18,4082.05,4616.41,4195.38,4230.77,4188.72,4270.26,4562.56,4328.72,4172.72,4148.4,4150.93,3986.69,4057.68,4059.4,4130.52,4033.69,4167.54,4196.29,0
4294.36,3992.31,4278.97,4106.67,4333.85,4616.41,4075.9,4614.87,4191.28,4222.56,4204.62,4293.33,4592.82,4364.62,4193.05,3988.05,3988.93,4098.26,4170.1,4045.33,4098.43,4061.11,4039.04,4011.56,0
4297.44,3997.44,4261.03,4118.97,4328.21,4607.18,4056.41,4616.92,4192.31,4215.9,4180.51,4268.21,4597.44,4355.38,3974.69,4074.87,4106.23,4019.53,4059.34,3990.11,3956.5,4114.11,4194.84,4033.91,1
4303.08,3997.95,4264.1,4113.33,4333.85,4626.67,4092.82,4635.9,4234.36,4263.08,4216.92,4294.36,4610.77,4390.26,4131.74,4018.22,4061.69,4174.05,4037.57,3997.47,4049.75,4198.67,4172.06,4120.01,0
4274.36,3983.59,4245.13,4121.54,4314.87,4621.54,4058.46,4610.26,4194.87,4221.54,4188.21,4265.13,4597.95,4329.23,4071.72,4118.94,3979.95,4076.74,4105.1,4115.06,4118.68,4081.19,4184.28,4022.38,0
4276.41,4007.18,4234.36,4120,4354.36,4625.13,4101.54,4601.03,4198.46,4203.08,4179.49,4262.05,4556.41,4318.97,4000.96,4008.15,3981.03,4142.8,4096.14,3983.75,4127.22,4199.33,3953.77,4018.04,0
4282.56,3994.87,4250.26,4091.79,4334.87,4607.18,4064.1,4596.41,4179.49,4212.31,4193.85,4273.85,4620,4347.18,4146.69,4167.39,3954.97,4055.39,4114.64,4138.7,3969.38,4097.94,3971.06,3973.48,1
4296.41,4000.51,4258.97,4107.69,4322.05,4598.46,4081.54,4600.51,4185.13,4210.26,4192.31,4271.28,4594.36,4372.82,4183.62,3995.05,3988.21,4078.25,4079.44,4067.81,4015.59,4147.92,4087.87,4131.95,1
4325.64,4026.15,4277.44,4139.49,4348.21,4624.62,4077.44,4626.15,4212.82,4243.08,4210.77,4285.13,4620.51,4380,4086.51,4161.7,4033.57,3969.27,4000.97,4097.81,4114.28,4035.77,4092.46,4057.58,1
4289.23,4009.74,4263.08,4121.54,4347.69,4617.44,4076.92,4620.51,4208.21,4234.87,4207.18,4273.33,4602.05,4367.69,4143.58,4012.41,4048.37,4028.21,4120.46,4190.5,4133.09,4102.37,4154.52,3986.79,1
4323.59,4013.33,4271.28,4122.05,4337.95,4615.9,4074.36,4620,4208.72,4241.54,4201.54,4283.08,4610.26,4377.44,4105.1,4147.89,4033.97,4105.65,4185.52,4155.17,4162.4,4138.66,3974.27,3974.37,1
4328.72,4011.79,4296.41,4155.9,4343.59,4582.56,4097.44,4630.77,4217.44,4235.38,4210.77,4287.69,4632.31,4396.41,4109.59,3981.87,4161.55,4091.75,4096.21,4189.64,4134.92,4171.65,4086.97,4058.18,0
4317.44,3968.72,4260.51,4101.54,4341.54,4600.51,4071.28,4607.69,4191.28,4231.28,4199.49,4282.05,4592.31,4372.82,4092.19,4043.89,4027.32,4078.76,4067.88,3962.2,4015.27,4011.34,3989.55,4144.71,1
4298.97,3993.33,4253.85,4111.79,4333.85,4621.03,4078.46,4618.97,4207.69,4239.49,4200,4281.54,4585.64,4342.05,3993.58,4149.2,4186.49,4092.57,3996.0,4053.11,4102.54,4067.72,4118.47,4121.14,1
4342.56,4022.56,4306.67,4140,4347.69,4628.72,4076.92,4629.23,4211.28,4251.28,4226.67,4311.79,4612.31,4389.23,4086.63,4095.55,3962.55,4137.09,3968.44,4185.54,4161.68,3996.85,4101.79,3957.76,1
4294.36,4011.28,4265.13,4138.97,4342.05,4630.77,4082.56,4607.18,4200.51,4246.15,4212.31,4283.59,4618.97,4358.46,4187.72,4136.51,4063.67,3979.99,3960.44,3964.48,4132.73,3963.68,4154.0,4069.62,1
4270.26,3972.82,4247.69,4100.51,4327.69,4601.03,4056.92,4626.15,4204.62,4222.05,4209.74,4284.1,4591.79,4347.69,4097.42,3964.7,4136.69,4087.08,4107.57,4048.95,4122.01,4016.61,4050.92,4194.16,1
4295.9,4005.64,4263.59,4118.46,4346.67,4620,4061.03,4623.59,4209.74,4240.51,4180.51,4275.38,4605.13,4353.33,3953.49,3969.52,4182.15,4058.71,4032.12,4077.59,4031.46,3973.87,3976.37,4172.92,1
4342.56,4045.13,4267.69,4151.79,4336.41,4609.74,4055.9,4591.28,4186.15,4215.38,4198.46,4282.56,4611.28,4394.87,3960.16,4020.56,4129.22,3955.93,4073.7,4091.91,4045.08,4196.17,3966.24,4140.17,1
4286.15,3996.92,4266.15,4117.44,4332.82,4614.87,4067.18,4615.38,4197.44,4235.38,4209.23,4285.64,4592.82,4366.15,4172.09,4059.79,4153.88,3981.3,3974.2,4177.82,4143.83,4029.29,4124.68,4136.18,0
4264.62,4022.05,4247.18,4153.33,4344.1,4610.77,4057.95,4592.82,4181.54,4202.56,4156.41,4253.33,4547.69,4301.03,4107.92,4021.66,4040.61,4046.42,4102.09,4067.42,4014.21,4098.62,4110.9,3960.87,1
4301.03,4016.41,4256.41,4131.79,4337.44,4617.44,4083.08,4604.1,4207.18,4256.41,4206.67,4269.74,4608.21,4337.44,4011.1,4082.11,3983.04,3982.52,4160.91,3995.03,4073.18,4016.55,4051.53,4162.4,1
4301.03,4005.64,4262.05,4098.97,4337.95,4616.92,4062.56,4618.46,4206.67,4220,4204.1,4270.26,4608.72,4351.28,4141.9,3966.62,3973.57,4053.13,4087.29,4003.35,4193.98,4169.41,3979.9,3958.2,1
4316.92,4011.28,4267.18,4123.08,4338.97,4600,4048.21,4602.05,4177.95,4223.59,4184.62,4270.77,4601.54,4367.69,4155.15,4167.38,4040.25,4096.21,4194.22,4084.0,4038.11,4054.9,4082.94,4115.83,1
4217.95,4064.62,4243.08,4140,4339.49,4622.05,4072.82,4607.18,4177.44,4199.49,4130.77,4233.33,4480.51,4232.31,4023.67,4093.63,4173.28,4060.32,4105.0,4097.79,4059.48,4138.19,4103.59,4031.3,0
4277.44,3988.72,4245.64,4112.31,4324.1,4617.44,4055.38,4602.05,4190.77,4230.26,4202.56,4269.23,4615.9,4348.21,4021.76,4138.07,4109.67,4064.63,4145.24,4034.16,4156.12,3971.73,4017.87,4110.1,0
4293.85,3986.67,4255.9,4108.72,4330.77,4627.18,4075.38,4626.67,4207.18,4244.1,4225.13,4292.82,4628.21,4366.67,4111.08,3977.71,4121.62,4066.22,4084.58,3976.77,3960.38,4074.06,4064.85,4122.88,0
4327.69,4014.36,4289.23,4135.38,4340,4618.46,4058.46,4608.21,4200.51,4231.28,4209.74,4283.08,4603.08,4359.49,4178.69,3978.88,4082.44,4039.72,4161.13,4020.08,4014.2,4148.95,3986.76,4103.72,1
4287.18,4003.59,4258.46,4104.62,4333.33,4605.64,4050.26,4609.74,4189.74,4218.97,4193.85,4268.72,4590.77,4342.56,4161.09,4187.04,4137.94,3990.36,4041.98,4042.18,3967.03,4059.9,4171.53,3971.09,1
4295.38,3996.41,4276.41,4101.54,4338.97,4619.49,4088.21,4624.62,4206.15,4238.97,4211.28,4297.95,4603.08,4353.85,4148.09,4024.69,4078.14,3974.98,4092.58,4102.7,4024.37,3989.7,4126.59,4008.03,0
4276.41,3961.54,4242.56,4103.59,4323.08,4605.64,4041.54,4604.1,4196.41,4212.82,4184.1,4262.56,4602.05,4328.72,3980.54,4105.06,4037.68,4043.25,3988.08,4092.53,4156.34,4161.76,4052.76,4027.79,1
4299.49,3997.95,4264.62,4104.62,4341.03,4617.95,4088.21,4617.95,4203.59,4218.97,4191.28,4298.97,4626.15,4368.21,4110.78,4196.36,4104.11,4131.03,3996.34,4156.36,4081.87,4075.64,4147.2,4121.63,1
4305.13,4020.51,4254.36,4121.03,4333.85,4594.36,4088.21,4606.15,4181.03,4221.54,4175.38,4268.21,4596.41,4355.38,4196.73,3999.07,4037.62,3971.58,3998.35,4065.02,4197.0,4009.44,4094.93,4131.0,0
4313.33,4007.18,4248.72,4110.77,4321.03,4596.41,4063.08,4593.85,4185.13,4216.92,4191.28,4268.21,4602.05,4374.87,4183.21,4155.44,4056.96,4154.99,4129.37,4131.91,4054.49,3955.16,4086.99,4196.26,1
4297.44,4005.64,4265.64,4106.67,4335.38,4613.33,4051.79,4603.08,4184.62,4226.15,4195.9,4271.79,4599.49,4344.1,4086.04,4001.17,4011.57,4130.25,4000.3,4050.68,4175.47,4090.8,4150.8,4076.94,1
4366.67,4010.77,4278.46,4120,4312.82,4600.51,4050.26,4603.08,4189.23,4226.67,4223.08,4298.97,4641.54,4436.92,4013.82,4114.44,3997.34,4100.21,4005.51,4135.3,4061.08,4140.47,4182.31,4018.55,1
4288.21,4020,4265.13,4109.23,4352.31,4634.87,4114.36,4630.26,4225.64,4240.51,4219.49,4294.87,4624.62,4350.26,4130.78,4122.31,4188.92,4139.49,4175.86,3966.44,3999.22,4034.28,4194.68,4065.76,1
4437.44,4099.49,4293.33,4173.33,4335.38,4614.87,4068.21,4585.64,4171.79,4224.62,4215.38,4313.85,4633.85,4481.54,4140.44,4094.58,4148.24,4098.92,3972.68,4026.97,4080.68,3979.45,3962.61,4087.0,0
4306.15,4017.44,4281.03,4117.44,4348.21,4618.46,4077.95,4619.49,4212.31,4243.59,4220.51,4288.72,4615.38,4375.9,3954.58,4044.93,4086.64,4170.5,4067.22,3982.73,4023.15,4083.43,4097.21,4032.23,0
4285.13,3989.74,4249.74,4107.18,4340,4628.21,4073.33,4646.15,4218.46,4238.46,4204.62,4272.82,4583.59,4354.36,4020.44,4061.88,4129.08,4140.64,4127.96,4162.28,4038.44,4100.92,4046.64,4080.73,0
4312.31,4018.97,4262.05,4121.03,4340,4634.36,4081.54,4615.38,4215.38,4246.15,4204.1,4293.33,4604.1,4387.69,4082.34,3958.2,3995.17,4066.46,4188.44,4189.14,4109.91,4017.62,4075.06,4036.43,0
4270.77,3988.21,4241.54,4105.64,4335.38,4602.05,4048.21,4628.21,4222.56,4242.05,4209.23,4273.33,4605.64,4345.64,4193.9,4047.48,4185.99,4187.93,4065.16,4137.44,4001.81,3953.86,4053.37,3982.75,1
4276.92,3987.18,4247.69,4114.36,4322.56,4596.41,4048.21,4600.51,4189.23,4210.26,4176.41,4258.46,4582.56,4337.95,4026.66,3956.17,4077.02,4162.39,4039.51,3979.56,4141.02,4148.61,3957.06,3970.3,1
4295.9,4005.13,4262.56,4110.26,4339.49,4611.28,4052.31,4602.56,4192.82,4219.49,4194.36,4271.28,4593.85,4345.64,4122.36,4095.98,4006.65,4057.65,3967.93,4106.89,4036.83,4117.04,4019.87,4136.18,1
4265.13,3974.87,4252.82,4103.59,4333.85,4613.85,4072.82,4608.21,4190.26,4219.49,4193.33,4273.33,4594.87,4338.46,3996.79,4171.35,4025.31,3962.26,3986.57,4025.07,4139.06,4036.85,4051.27,4160.36,1
4309.74,4005.13,4262.05,4107.69,4336.41,4617.44,4056.92,4609.74,4202.56,4225.64,4203.08,4270.77,4607.18,4364.62,4131.24,4145.47,3951.5,4153.4,4148.04,4076.72,3997.94,4181.24,3986.92,4004.92,1
4312.82,4024.1,4273.33,4118.97,4341.54,4616.92,4110.26,4621.54,4223.08,4240.51,4212.82,4293.85,4621.54,4362.56,3962.88,4124.74,4056.42,4189.29,4094.74,4151.74,4072.41,4008.0,4139.64,3956.65,1
4278.97,4013.85,4262.05,4133.85,4330.77,4624.1,4068.21,4594.87,4177.95,4212.31,4178.46,4262.05,4579.49,4328.72,3978.96,4040.17,4025.88,4150.86,4128.87,4038.26,3961.82,4132.53,3962.18,4102.34,0
4268.21,4002.56,4232.82,4085.13,4336.41,4622.56,4107.18,4629.23,4221.03,4230.77,4189.74,4277.44,4617.95,4331.28,4091.64,4030.2,4003.71,3992.12,3966.77,4101.12,3960.06,4031.47,3967.37,4180.56,1
4298.46,4010.77,4254.87,4125.13,4339.49,4615.9,4066.15,4602.05,4206.15,4249.74,4208.72,4280,4610.26,4357.95,4148.71,3998.91,4000.13,4026.73,4089.03,4156.61,4140.72,4107.44,4052.57,4195.19,1
4331.28,4022.05,4264.1,4135.9,4320.51,4600.51,4070.77,4593.33,4184.62,4221.03,4191.79,4282.56,4608.21,4395.38,3958.58,4186.26,4168.04,4004.23,3964.48,4069.81,4194.58,4035.49,4006.73,4184.39,1
4354.87,3980,4266.67,4096.41,4329.23,4595.9,4083.08,4614.36,4212.82,4248.21,4255.38,4304.62,4698.46,4446.15,4063.1,4160.56,4099.98,4036.97,4123.67,4013.0,3983.21,3981.99,4143.06,4155.1,1
4313.33,3997.44,4264.1,4128.72,4340.51,4616.92,4083.59,4600,4210.77,4237.95,4207.18,4288.72,4603.59,4352.82,4151.1,4109.9,4064.62,4096.14,4175.12,4037.72,4009.1,3999.75,4166.31,4103.94,0
4322.05,4012.82,4263.08,4132.82,4322.05,4600.51,4068.72,4600,4190.77,4225.64,4195.9,4285.13,4608.21,4390.77,4179.66,4094.58,4032.32,3983.64,4100.68,4196.09,4005.08,4055.36,4191.44,4048.91,1
